OH/Si,SHAP value
0.0,-0.00047541452859029904
0.0,-0.0006269895797548454
0.0,-0.0004401070259875129
0.0,0.004642021015247507
0.0,-0.0007312486620207133
0.0,-0.0012884727204334771
0.0,-0.002963540262052821
0.0,-0.002517803687469752
0.0,-0.0008940299642061525
0.0,-0.0009527751252824077
0.0,-0.0008950308944730691
0.0,-0.00041200120090796556
0.0,-0.002185403900365268
0.0,-0.00110388355323372
0.0,-0.0006623245390331066
0.0,-0.0008381190189618597
0.0,-0.0005425280296198117
0.0,-0.000875248904138925
0.0,-0.0005126812950213231
0.0,0.00015445447673307486
0.0,-0.002057257584070574
0.0,-0.00025766975071378994
0.0,-0.0010608396195827595
0.0,0.0007932990654457669
0.0,-0.00028355825372111904
0.0,-0.0006470317316261301
0.0,-0.0005182474704021531
0.0,-0.0008394918338582362
0.0,-0.0011785353882491267
0.0,-3.9737947515301316e-05
0.0,-0.001311415193107976
0.0,-0.0005588959459713988
0.0,-0.0007475693823060198
0.0,-0.0005935143498587323
0.0,-0.00011338174395438587
0.0,-0.0018102527310807624
0.0,-0.0008577373012438181
0.0,-0.0007205327645376224
0.0,-0.0018602380938323344
0.0,-0.0004836870851914229
0.0,-0.0005867217435273865
0.0,-0.0003588471035635195
0.0,-0.003360006592616687
0.0,-0.0005091303148822477
0.0,-0.003920566206371384
0.0,-0.002203214569780314
0.0,-0.00053676032204228
0.0,0.0007765860314484886
0.0,-0.0006026086923880685
0.0,1.5021177257780298e-05
0.0,-0.0005304087639898348
0.0,-0.0019404478052789994
0.0,-0.00041862338279635746
0.0,-0.0005232775698176724
0.0,-0.0005459651753110268
0.0,-0.000840444631184364
0.0,-0.0006068917340731791
0.0,-0.0019332579645732074
0.0,-0.0007360343771553613
0.0,-0.0012854815905775495
0.0,0.03377314116312693
0.0,-0.0009835153166622374
0.0,-0.0030389367865236634
0.0,0.0007932990654457669
0.0,-0.0005174657884866439
0.0,-0.0006676865309439854
0.0,0.003094767658529363
0.0,-0.0004916131466532621
0.0,-0.0006480923731561952
0.0,-0.001155939440992105
0.0,-0.0013692947574525387
0.0,-0.0006839157558279643
0.0,-0.0014344182524596433
0.0,-0.000881297941785741
0.0,-0.0007175059171272467
0.0,-0.0007026631715920445
0.0,-0.000923758318546251
0.0,-0.0007204053635156147
0.0,-0.0014312480863111405
0.0,-0.0007077067846667955
0.0,-0.00021588371560994507
0.0,-0.0008855201298063524
