Crystallization temp,SHAP value
0.0,0.00012177570112413284
0.0,-5.4303057954081406e-05
0.0,0.0004108685800946112
0.0,-6.708456097424803e-05
0.0,-6.858623404466142e-05
30.0,-0.0008065428491778915
30.0,-0.0003627360022711059
30.0,-0.0006457268849553504
50.0,5.2152658512014535e-05
55.0,0.0011424409607250013
60.0,0.0004358479021876431
60.0,4.152739082612076e-06
60.0,0.00021946095233704054
60.0,0.00021946095233704054
65.0,0.00047146555368403776
65.0,0.0005480392710633609
65.0,0.00043592805610250527
65.0,0.000763534816197791
70.0,0.004097212664304945
70.0,0.00045551844798658313
80.0,0.00015296521369757875
80.0,0.0010414491919291814
80.0,0.00016752533477223846
80.0,0.0006105470447407631
80.0,0.0014833742522641913
80.0,0.004093884122241004
80.0,0.00030622648124736026
80.0,0.0009659098283458418
90.0,0.00038083254807272767
90.0,0.0008418142215258427
90.0,0.001941165333449109
90.0,0.0005963315658762186
90.0,0.0003096305183446134
90.0,0.003167030664047847
90.0,0.0003745008086653853
90.0,-0.0005472740374196792
90.0,-0.0001416306312258077
90.0,0.0012113106480616733
90.0,0.0003096305183446134
90.0,0.00010510450297842057
90.0,0.006772260397226024
90.0,0.0013258711948486816
90.0,0.0003905716640400412
93.01234074147052,0.001020983263687564
95.0,0.0011755654397404705
95.0,0.0014381070163609207
95.0,0.00034970086934167004
96.2275354663382,0.00018395506577589064
100.0,0.0007768153463357792
100.0,0.0005269758635832174
100.0,-0.004997707489211967
100.0,0.0001455194374443197
100.0,0.0010872269687337646
100.0,0.0009609509301318817
100.0,0.0008219261554365196
100.0,-0.0002095858563233337
100.0,0.0002964194785420974
100.0,0.0003487309109335393
100.0,0.007838537225934103
100.0,0.00016590294099753808
100.0,0.00014098926822272333
100.0,0.0005227165525492649
100.0,0.08349740622444314
100.0,-0.003434138007165129
100.0,0.00019488210927695812
100.0,0.00020627183481337382
100.0,0.00013927536993171816
100.0,0.00042676566677183605
100.0,-0.0002647190887324125
100.0,0.0004379256202844266
100.0,0.0024295890251905673
100.0,0.0017436954740284612
100.0,-9.909910662245472e-05
100.0,1.6078904149228923e-05
100.0,0.00034017104924321373
100.0,4.3531556655954195e-05
100.0,0.0007567941737749405
100.0,0.0017349854221675109
100.0,0.0010993538214622988
100.0,9.545239073073178e-05
100.0,0.0005929442099391823
100.0,0.000647005112835689
100.0,0.0007423519949816619
100.0,0.0008026557402640607
100.0,0.0011516409065912999
100.0,0.00030284556593215166
100.0,9.53570062509221e-05
100.0,0.00013475120304960573
100.0,0.0001453559204637797
100.0,-0.0001735936866199135
100.0,-0.00025203360626630726
100.0,0.00044200632367108505
100.0,-0.0001298372686427812
100.0,0.0005294990289237585
100.0,0.00018777608410682766
100.0,0.0001529502593062307
100.0,-0.00025144256612100256
100.0,0.00017162743827399927
100.0,0.0001013751379884628
100.0,0.00014527115880062875
100.0,0.00020167101100457033
100.0,0.0007586441558573582
100.0,0.0005274313186345625
100.0,0.000519388882347675
100.0,0.00020030682326255646
100.0,0.0005168865739218586
100.0,-0.0003854977305561143
100.0,0.0006453922747353456
100.0,0.00022904029801327824
100.0,0.00017439422419410756
100.0,0.00019112432888653282
100.0,0.00030699186793344837
100.0,0.0030861455849346036
100.0,0.00024149693157827414
100.0,0.0007754788375451062
100.0,0.000895234458044712
100.0,0.0008688718907253737
100.0,0.00026137653694264563
100.0,0.001526287582491085
100.0,0.001558821494689748
100.0,0.0005269758635832174
100.0,0.0005423233906340816
100.0,0.05392796911614277
100.0,0.0007280966877208374
100.0,0.0006790975661225356
100.0,0.0003547025527507646
