Crystallization temp,SHAP value
0.0,0.0004796588891426376
0.0,0.0032510249156421575
0.0,0.00156624106508912
0.0,0.0005625595493203439
0.0,0.0005315708178630146
30.0,0.0008421178864206062
30.0,0.0008254600331405672
30.0,0.0008563437122776511
50.0,0.002473468021765699
55.0,0.0018216021481909249
60.0,0.004609541169255713
60.0,0.00047540663155857545
60.0,0.003120020593030804
60.0,0.003120020593030804
65.0,0.002434099091388827
65.0,0.0026325795818332013
65.0,0.0020701513223315344
65.0,0.003334101968019353
70.0,0.0016894694112472275
70.0,0.003201213905802231
80.0,0.0025747273738124547
80.0,0.0009620890773688066
80.0,0.0028103937843079116
80.0,0.0016186319198545122
80.0,0.0010426611064188452
80.0,0.0011367620602272337
80.0,0.0016239104287419325
80.0,0.00133899582939137
90.0,0.0021227303961678257
90.0,0.012266438479085416
90.0,0.0012949068225369877
90.0,0.0015588056352445344
90.0,0.004036182291641441
90.0,0.015149921910961496
90.0,0.0021217484023335073
90.0,0.05682801890907108
90.0,0.0002942781440254006
90.0,0.0009996650452968397
90.0,0.004036182291641441
90.0,0.0008181667141080207
90.0,0.0010992738526436998
90.0,0.002016966227871784
90.0,0.0021568645079452875
93.01234074147052,0.005780135802780163
95.0,0.000920255052211631
95.0,0.001348608483076586
95.0,0.001821477028884612
96.2275354663382,0.001095032901959028
100.0,0.002104471146543058
100.0,0.0011262668507465835
100.0,-0.0023989955599852154
100.0,0.0007777457800033893
100.0,0.004549449911176023
100.0,0.0009777298093289009
100.0,0.0012262880023318056
100.0,0.0012796565650846682
100.0,0.0027131749516283044
100.0,0.0012358894798306771
100.0,0.0039024845143818838
100.0,0.0008190715512865484
100.0,0.0008222098391389456
100.0,0.000998843160294798
100.0,0.013397256072070457
100.0,-0.016984388535505813
100.0,0.001807775099321191
100.0,0.0007042768826009384
100.0,0.0005692603365056213
100.0,0.0010795799525697542
100.0,0.0007456693818857304
100.0,0.0027622362968058468
100.0,0.002102127741072407
100.0,0.0026701133026402657
100.0,0.0012939169320018125
100.0,0.0007653166508464565
