Crystallization temp,SHAP value
0.0,0.007124917158302254
0.0,0.0038648267850072276
0.0,0.010183213406662277
0.0,0.0040213037720615566
0.0,0.0038404038760735996
30.0,0.00835053175507046
30.0,0.006791222011497226
30.0,0.010066263511010328
50.0,0.007872706887410099
55.0,0.005899610047102015
60.0,0.007303228007703621
60.0,0.004237831693625763
60.0,0.007552533150759095
60.0,0.007552533150759095
65.0,0.01047581379671796
65.0,0.007109574380190579
65.0,0.006851142045331447
65.0,0.010782474167747491
70.0,0.004329024886554936
70.0,0.007046399309144009
80.0,0.14038951181706222
80.0,0.07260040451267408
80.0,0.057531801395520825
80.0,0.01676668156556067
80.0,0.06843187272808222
80.0,0.036276489789010186
80.0,0.022251420379984375
80.0,0.014187512138997386
90.0,0.021941510097276833
90.0,0.00977519674698361
90.0,0.014722167850010352
90.0,0.018459265374596148
90.0,0.0046451335341323565
90.0,0.0069531298889717414
90.0,0.021913334983820372
90.0,0.008627371222855592
90.0,0.005200294235626132
90.0,0.023307543522174873
90.0,0.0046451335341323565
90.0,0.004694993911615193
90.0,0.043444633028949235
90.0,0.016222924005442993
90.0,0.022061405143933403
93.01234074147052,0.005830537542692514
95.0,0.011490059798556032
95.0,0.011969868877384054
95.0,0.008341509289022327
96.2275354663382,0.007390842797261972
100.0,0.00447919992139684
100.0,0.06412819887474099
100.0,0.004756266628855512
100.0,0.14752096397661826
100.0,0.002937400916202759
100.0,0.0065818461684175305
100.0,0.04019875155664864
100.0,0.005827027869558737
100.0,0.005552030911156754
100.0,0.010714394780998483
100.0,0.004008614012901503
100.0,0.007063599420908159
100.0,0.003327698151429747
100.0,0.014677704764655157
100.0,0.0033477409422518092
100.0,0.004360014379124936
100.0,0.006267582633379196
100.0,0.009294934128884743
100.0,0.003977796301681166
100.0,0.008279246427954929
100.0,0.004180514045753663
100.0,0.008153402835513204
100.0,0.004130934900946443
100.0,0.004177543212197372
100.0,0.0063927270663587075
100.0,0.004357746659725954
100.0,0.01313309559508476
100.0,0.003804052935348884
100.0,0.004862476990688452
100.0,0.00440808901816737
100.0,0.004124119531292076
100.0,0.03656079299101706
100.0,0.012424491910697347
100.0,0.010437764985791999
100.0,0.0078004219142867965
100.0,0.007834529476422037
100.0,0.004009481755081902
100.0,0.02793948795883601
100.0,0.03682644965837033
100.0,0.005187912097002286
100.0,0.12080454335840458
100.0,0.005371029337191746
100.0,0.006115967885789239
100.0,0.00475115134952119
100.0,0.0023683763539027627
100.0,0.005288449165841566
100.0,0.07081972071518296
100.0,0.14845402280490863
100.0,0.0078411750159465
100.0,0.011393979712997215
