Na/Si,SHAP value
0.0,0.0004637924278345855
0.0,0.0001651401145219587
0.0,0.00011912655790485453
0.0,2.3854879230238975e-05
0.0,0.0001220120196279646
0.0,8.761911653160483e-05
0.0,0.0001409118436469398
0.0,0.00010460755330130173
0.0,8.443154540507303e-05
0.0,7.41838003816705e-05
0.0,0.00010072043181825052
0.0,0.000262510938054884
0.0,4.737865687986107e-05
0.0,7.34864125341001e-05
0.0,0.0004637924278345855
0.0,0.0004727561836563467
0.0,0.00010297558238269293
0.0,0.00023623226798597302
0.0,8.1635804613164e-05
0.0,8.511671181286839e-05
0.0,4.903682670233162e-05
0.0,7.27802068245786e-05
0.0,5.107941854344924e-05
0.0,0.00013389884574934176
0.0,5.4097489545079666e-05
0.0,0.0007356803639466938
0.0,9.456996411501233e-05
0.0,4.5480652458835676e-05
0.0,0.000133570278188294
0.0,0.0011719611263852753
0.0,0.00020896257385280117
0.0,0.0002565339913768804
0.0,8.72822476762282e-05
0.0,0.00018855291962724884
0.0,7.35767073696051e-05
0.0,0.010749226091486987
0.0,0.0006280013635030621
0.0,9.749958996812612e-07
0.0,0.00033066847883504095
0.0,4.19861918979908e-06
0.0,0.0002835917929736451
0.0,0.00014585768292018725
0.0,9.597244506896604e-05
0.0,0.00018855291962724884
0.0,0.00012465018099901815
0.0,9.850968643452962e-05
0.0,0.0004871053369888096
0.0,0.00026929522762888565
0.0,0.00013469671897721586
0.0,0.00010854266140629027
0.0,9.895559679017926e-05
0.0,6.159559538302149e-05
0.0,0.0009780580896792631
0.0,5.2238799424344346e-05
0.0,0.00019475854558666543
0.0,9.569805244110214e-05
0.0,0.00010630880283521546
0.0,6.471889917236436e-05
0.0,5.8897260643967166e-05
0.0,0.010749226091486987
0.0,0.00019433637606421946
0.0,5.498972709076679e-05
0.0,0.00019887466280644144
0.0,4.238593214569924e-05
0.0,0.00029936171866333777
0.0,0.00023606739751580458
0.0,0.00017837430505949987
0.0,0.00010084741631597333
0.0,0.00010121700846445351
0.0,4.2078118701429294e-05
0.0,0.00023028786835368561
0.0,-0.0001578144956919973
0.0,0.00018326112055341037
0.0,0.0001420666409469323
0.0,-0.003959336054120496
0.0,0.00011566858439267168
0.0,0.00011460261284756176
0.0,0.0001184592835394101
0.0,8.975354075080356e-05
0.0,0.0005595427588720458
0.0,0.0005433353452080042
0.0,0.00012045079262495117
0.0,0.0001630554311603673
0.0,0.00026266114249318167
0.0,-0.0013301160665117402
0.0,-0.0004732208019624188
0.0,-0.00026673413094336913
0.0,0.00010524196578965619
0.0,0.00014973672796436327
0.0,0.00011161639815126322
0.0,0.00024305602429144677
0.0,9.554343569620437e-05
0.0,0.00028341029336693285
0.0,8.728598441818457e-05
0.0,0.00044226069288468765
0.0,0.0001355069027981736
0.0,9.876960677720681e-05
0.0,0.00020682029027581543
0.0,0.0002232782933829239
0.0,8.832396936324652e-05
0.0,2.7261532210181452e-05
0.0,7.322063567912421e-05
0.0,8.319503789668027e-05
0.0,-0.0009011390148704339
0.0,5.763741045333226e-05
0.0,0.0007285114728416113
0.0,-0.0018593819509577889
0.0,0.00018625138986361257
0.0,7.79002144421211e-05
0.0,9.482475646136925e-05
0.0,0.019536995447884967
0.0,0.00016776915036013823
0.0,0.00010753309429046912
0.0,0.00013867437419019636
0.0,7.76658597638521e-05
0.0,7.386809131847912e-05
0.0,0.00012426100904502457
0.0,2.829487965236531e-05
0.0,0.0004727561836563467
0.0,0.00010191640007252558
0.0,0.0007404844544162216
0.0,6.385617869525428e-05
0.0,0.0002877842951520576
0.0,0.00019689284680091408
0.0,4.006241483940573e-05
