H$_2$O/Si,SHAP value
0.0,-0.0008105370547276975
0.0,-0.0009135993558023721
0.0,-0.000993911919242065
0.0,-0.0005399852474866678
0.0,-0.0015329139299896913
0.0,-0.0008824460118720282
0.0,-0.0008561047550648876
0.0,-0.0011065616496986161
0.0,-0.0010307505228777697
0.0,-0.0008929628725005853
0.0,-0.0002977752139076393
0.0,-0.001192682081007395
0.0,-0.0009284967621115704
0.0,-0.0013690195899113981
0.0,-0.0005983689111875185
0.0,-0.001189812210276979
0.0,-0.0010989995681392813
0.0,-0.0018242231869580769
0.0,-0.001833926330799817
0.0,-0.001331065058781681
0.0,-0.001019526267422503
0.0,-0.0007227231654754464
0.0,-0.0010323252996828891
0.0,-0.0007580819330137761
0.0,-0.0009349793776358478
0.0,-0.0010345051545752875
0.0,-0.0005857385914481239
0.0,-0.001030540779300294
0.0,-0.0015664250380021765
0.0,-0.0008928568231885681
0.0,-0.0010561416686943534
0.0,-0.0005250385580707773
0.0,-0.0008691005663824783
0.0,-0.004872715152824218
0.0,-0.0009216727288888976
0.0,-0.0005156911735800895
0.0,-0.0009693857152596806
0.0,-0.0008742226867250727
0.0,-0.0009603762289891841
0.0,-0.0004905143673839591
0.0,-0.0008250072431036594
0.0,-0.0010200262333019577
0.0,-0.0027543609409809754
0.0,-0.0014917309144299369
0.0,-0.0009195855652914361
0.0,-0.0008778563203969678
0.0,-0.0002787272017333582
0.0,-0.0008749001310913122
0.0,-0.007836213000445917
0.0,-0.0007350309553901217
0.0,-0.0008158431705811646
0.0,-0.0010602319297327418
0.0,-0.0008096874257446233
0.0,-0.0005251356709515043
0.0,-0.0007768547247707521
0.0,-0.0009097133185182021
0.0,-0.0007933971173394882
0.0,-0.0009653733650512845
0.0,-0.0005857385914481239
0.0,-0.0006062016984064875
0.0,-0.0026442223727706033
0.0,-0.0006846150163652852
0.0,-0.0033862395600963474
0.0,-0.001042925964109231
0.0,0.0003504531358311465
0.0,-0.000800597559103419
0.0,-0.0006112487254802742
0.0,-0.0006785671363946802
0.0,-0.0009478989373033202
0.0,-0.0013038819993300484
0.0,-0.0008473561128767032
0.0,-0.0015617549237997642
0.0,-0.0015485419626104296
0.0,-0.0009461541613182853
0.0,-0.0007243302898643814
0.0,-0.0009901388919209607
0.0,-0.0010078877818683741
0.0,-0.0010174431419480354
0.0,-0.000706092373816282
0.0,-0.0009551016510070608
0.0,-0.0009166733233122699
0.0,-0.0006996901021745324
0.0,-0.0011199256952206275
0.0,-0.0009727293852799026
0.0,-0.0009262845420749678
0.0,-0.0009563754614839976
0.0,-0.0007967129388356568
0.0,-0.0007619492289986143
0.0,-0.0015407641869848224
0.0,-0.0007952037924877966
0.0,-0.0009487506299518619
0.0,-0.0008160452625003423
0.0,-0.0011962698065947786
0.0,-0.0008595250916560152
0.17,-0.0006933315038563355
0.22857142857142848,-0.0031881058914853258
0.3181818181818181,-0.0006138621709005563
0.33333333333333326,-0.006723826620201507
0.3888888888888889,-0.0006034841913946407
0.3888888888888889,-0.0006034841913946407
0.4500000000000002,-0.0014761568952229341
0.49999999999999983,-0.0005858923058998072
0.614,-0.001988916670178143
0.8866666666666666,-0.002959810453879375
1.0,-0.005974188964360047
1.0,-0.005974188964360047
1.0666666666666669,-0.0002917422111720608
1.78,-0.0031060083564677624
1.78,-0.002915569260872723
1.78,-0.0028926710860513265
1.78,-0.0029319169276606277
1.78,-0.0029319169276606277
1.8007202881152455,-0.00016978299215913482
1.9999999999999996,-0.0005035426548553236
1.9999999999999996,-0.00042230664813811003
2.0,-0.0005768570946341116
2.0000000000000004,-0.0013720222206494847
2.040816326530612,-0.0003528422786077827
2.040816326530612,-8.28932728532288e-05
2.0408163265306123,-0.00015575175990493708
2.0408163265306123,-0.000176894906918031
2.0408163265306127,-0.00021788590692729565
2.0790020790020796,-7.36924333387475e-05
2.0790020790020796,-0.0003030010165412374
2.100840336134454,-0.00019099190382771254
2.100840336134454,-0.0002929816122634071
2.133333333333333,-0.0004309209159567005
2.1333333333333333,-0.00016650033358684937
2.2388059701492535,-0.000571921600519489
2.238805970149254,-0.0003649202333344125
2.238805970149254,-0.0003649202333344125
2.5,-0.0005169410927375932
2.5,-0.00014480227565524302
2.5,-0.0008265747737697245
2.5,-0.0004921380495398025
2.5,-0.00045218956396411817
2.5,2.5604435366678812e-05
2.5000000000000004,-0.00040196397989317054
2.5000000000000004,-0.0004349036685875075
2.5000000000000004,-0.0004023077023786558
2.8571428571428568,-0.0008594159570099116
2.985074626865672,-0.0003498300718482441
2.9999999999999996,-0.0002894449198653792
2.9999999999999996,-0.0001252541455974137
2.9999999999999996,-0.0005074342748084551
2.9999999999999996,-0.00015333523615008538
2.9999999999999996,-0.0003638762770540275
3.0,-0.00044369139347372427
3.0,-0.00014501700148704567
3.0,-0.0005722328920268802
3.0,-8.204876010870354e-05
3.0,-0.0004581168851324703
3.0,-0.00040343055547197384
3.0000000000000013,-0.0005883936379759669
3.0599999999999987,-0.0004188010232939476
3.120000000000001,-0.00015190569828743957
3.1499999999999995,-0.00026074664835184163
3.150000000000001,-5.005345893321553e-05
3.299967000329996,-0.00027588334117885057
3.299967000329996,-5.190997367954902e-05
3.299967000329996,-0.00038965625378081217
3.299967000329996,-0.00015544601002313402
3.299967000329996,-0.00044820675311279867
3.2999670003299966,-0.0002159082257185173
3.2999670003299966,0.00014945778344780633
3.2999670003299966,-0.00029168903075190594
3.2999670003299966,-0.00021007610140618305
3.299967000329997,-0.00032002426946642815
3.3,-0.0004285000187750567
3.3,-0.00025224266471771014
3.3,-0.00019475951860176518
3.300000000000001,-0.000349884698144498
3.5225000000000004,-0.0009944605024759371
3.601440576230493,-8.553306694248648e-05
3.6014405762304937,-0.00044871803614203204
3.7500000000000013,-0.00013055126533482932
3.8611111111111094,-0.005514046997557633
3.9999999999999987,-0.00018223375129721022
3.9999999999999996,-0.0065584517122691385
3.9999999999999996,-0.0008799670801694336
4.0,-0.0001488275991179295
4.000000000000001,-0.0001449777570426101
4.210526315789475,-0.0005329487768158798
4.210526315789475,-0.00042025675813962604
