H$_2$O/Si,SHAP value
0.0,-0.0012328227417519918
0.0,0.0001001444329093221
0.0,-3.31237496347903e-05
0.0,0.00017825921096629486
0.0,0.00025057365714205884
0.0,0.00015805016418149172
0.0,0.00014804290858515574
0.0,5.648823006795676e-05
0.0,0.0002222947414338219
0.0,9.41854617513778e-05
0.0,0.00016259171587247658
0.0,0.00019628828850687497
0.0,0.00013621221301390592
0.0,0.00030177797384537937
0.0,0.0002611114350803683
0.0,0.00027284369540976107
0.0,0.0002597507138756716
0.0,0.011944882656999138
0.0,0.0003131458392352136
0.0,0.0002430314297954605
0.0,3.913319282883134e-05
0.0,0.00019874964283298028
0.0,-3.1804672426155524e-05
0.0,0.00018648175455044587
0.0,0.00015963440377794657
0.0,3.049140516755822e-05
0.0,0.0002589305745408124
0.0,2.465686799427337e-05
0.0,0.00037261630474459884
0.0,0.00013525406745117525
0.0,-4.183507251389843e-05
0.0,4.231240588292404e-05
0.0,0.00011498254022734337
0.0,0.0011223066356472078
0.0,0.00014594130536673083
0.0,0.00017462363982335036
0.0,0.00019173108703236498
0.0,9.024501558619168e-05
0.0,-6.9864592866495225e-06
0.0,0.00047349181341498374
0.0,-3.107263466879593e-05
0.0,1.030156703939967e-05
0.0,4.808174938092374e-05
0.0,0.0002501425510773365
0.0,-4.7092336915213504e-05
0.0,0.00011469249502740553
0.0,0.0002862115972556398
0.0,-4.260389077500282e-06
0.0,0.0010846941215592399
0.0,9.307492517246052e-05
0.0,0.00013834039303727344
0.0,0.00017349623138881304
0.0,8.939960399050479e-05
0.0,0.0027413442655219505
0.0,0.0004200026053476785
0.0,0.00011345670838321059
0.0,0.00017893900182448184
0.0,-3.5737489380650865e-05
0.0,0.0002589305745408124
0.0,0.00018251280370287074
0.0,0.0008915337979714813
0.0,0.00014822634210843894
0.0,0.00040501795612444993
0.0,0.0001232245245982923
0.0,0.0002403017895086325
0.0,7.754956446525554e-05
0.0,-7.139349167009897e-05
0.0,6.521634412616998e-05
0.0,0.00010412541133516729
0.0,0.00020833675007450396
0.0,-0.00010979337974599535
0.0,0.00037272568706456385
0.0,0.00034779072784310344
0.0,-3.964983471467145e-06
0.0,9.305755734133759e-05
0.0,-4.1008080654115064e-05
0.0,5.536152097612723e-05
0.0,0.00017981297631406267
0.0,0.00010702877506003784
0.0,0.00010514098513470119
0.0,9.430768229112306e-05
0.0,-9.522175210141332e-05
0.0,0.0002406690107572776
0.0,-5.2108437694265675e-05
0.0,0.00013603692207606746
0.0,4.476385307781475e-05
0.0,-4.235480535375931e-05
0.0,3.42173367057884e-05
0.0,0.0003692833809200652
0.0,2.5759801594700734e-05
0.0,-3.456504355258159e-05
0.0,5.519851603303976e-05
0.0,0.0001672241680059107
0.0,-0.0012779934275015392
0.17,7.226137365266556e-05
0.22857142857142848,0.00015067037498026444
0.3181818181818181,0.00026655563141961963
0.33333333333333326,0.001508762613619853
0.3888888888888889,0.00026664298656489503
0.3888888888888889,0.00026664298656489503
0.4500000000000002,0.00022842203603672223
0.49999999999999983,0.0002624500615596895
0.614,-0.0018431163208558025
0.8866666666666666,0.0005086064669067591
1.0,0.0015012023892030755
1.0,0.0015012023892030755
1.0666666666666669,3.506878102947064e-05
1.78,0.0005105536639324886
1.78,0.0005162196001776224
1.78,0.0005100935254286127
1.78,0.000514701694817849
1.78,0.000514701694817849
1.8007202881152455,-0.00012012363738055857
1.9999999999999996,0.00016695679278033707
1.9999999999999996,0.0002423757909701525
2.0,0.0001554957999317249
2.0000000000000004,0.00022060165262569175
2.040816326530612,0.00013609857916470846
2.040816326530612,0.00012477828128996092
2.0408163265306123,0.00023972742579019964
2.0408163265306123,0.00025117663567902557
2.0408163265306127,0.00012914373529873007
2.0790020790020796,0.00013261029956861554
2.0790020790020796,0.0002539632825964603
2.100840336134454,0.00014066066442238267
2.100840336134454,0.00015074627287393555
2.133333333333333,0.00015441735669381875
2.1333333333333333,0.00022698506984200804
2.2388059701492535,0.00017703630154484488
2.238805970149254,0.00016082173333502986
2.238805970149254,0.00016082173333502986
2.5,0.00019202004434390273
2.5,0.00019904590213164718
2.5,0.00012040691230047197
2.5,0.00021644913924689173
2.5,0.00021757914988039775
2.5,0.0001757831031428521
2.5000000000000004,4.7019776016835574e-05
2.5000000000000004,0.00011571901210917718
2.5000000000000004,4.409069049704628e-05
2.8571428571428568,0.00013790615051908594
2.985074626865672,0.00017180051825418325
2.9999999999999996,0.0001714976640595673
2.9999999999999996,0.00023943092080280854
2.9999999999999996,0.0002529912309615017
2.9999999999999996,0.00023368910775706242
2.9999999999999996,0.00017524762424032307
3.0,0.00016595588013700065
3.0,0.00035536803563059104
3.0,0.000265074543130115
3.0,0.00024274646728763934
3.0,0.00022991320528668657
3.0,0.00019760203413254345
3.0000000000000013,0.00020956108519821134
3.0599999999999987,0.0003093486022678329
3.120000000000001,0.00020029246237565006
3.1499999999999995,0.00021254013946757773
3.150000000000001,0.00021100990437127422
3.299967000329996,0.00022178825799047693
3.299967000329996,0.0002105357184093825
3.299967000329996,0.00020263239053977698
3.299967000329996,0.00022480818275674467
3.299967000329996,0.00023580680602847714
3.2999670003299966,0.00019395543927754475
3.2999670003299966,0.00022601341926556278
3.2999670003299966,0.00022712261219854456
3.2999670003299966,0.0002057337559376871
3.299967000329997,0.000184184713174249
3.3,0.00016785398796606273
3.3,0.00016631520757690802
3.3,0.00021250623570864233
3.300000000000001,0.00014897289195447237
3.5225000000000004,0.00018990614819272927
3.601440576230493,-5.21603079173325e-05
3.6014405762304937,0.00020998145061944248
3.7500000000000013,0.0001499558590037389
3.8611111111111094,0.00022016538777812483
3.9999999999999987,0.0001750025101666246
3.9999999999999996,0.0010987401376522207
3.9999999999999996,0.00014688815716849964
4.0,0.00019754137521257376
4.000000000000001,0.0001880575490290979
4.210526315789475,0.0003091852806879983
4.210526315789475,0.0002575080197018613
4.477611940298506,0.00016561295550335663
4.497751124437782,-7.023833230483584e-05
4.500000000000002,0.00014522352205932962
4.500000000000003,0.0001716678629713049
4.545454545454543,0.0004704887295434581
4.545454545454543,0.00032453693471934744
