Cs/Si,SHAP value
0.0,-0.0005395251940185497
0.0,-0.0007820247612496063
0.0,-0.001234774117681913
0.0,-0.012274540033155869
0.0,-0.0009230322030777479
0.0,-0.0005440990450661416
0.0,-0.00187365396381164
0.0,-0.0010413670973561154
0.0,-0.000800431057516444
0.0,-0.0009290009863307269
0.0,-0.0006502270486614295
0.0,-0.0006159230256943411
0.0,-0.0009576635125620315
0.0,-0.000627439699142173
0.0,-0.000934612848860242
0.0,-0.00043682642560728907
0.0,-0.012710192932600794
0.0,-0.0012583993022374116
0.0,-0.0010533847065738308
0.0,-0.0005696252509777612
0.0,-0.0005647614273281461
0.0,-0.0005620419382955602
0.0,-0.001107985696109802
0.0,-0.0006247395013114889
0.0,-0.000640701193037836
0.0,-0.0006417757809493703
0.0,-0.0007971729298580541
0.0,-0.0006021907968122793
0.0,-0.0009216539779350317
0.0,-0.0006651892200426856
0.0,-0.0007147294803064447
0.0,-0.0024960065364698523
0.0,-0.0007280599911074131
0.0,-0.0008490670669293839
0.0,-0.0008145345101487695
0.0,-0.00196187239156105
0.0,-0.0011358506542385185
0.0,-0.0006012037838383885
0.0,-0.0029400475924666347
0.0,-0.002948624832414069
0.0,-0.0021220263778808056
0.0,-0.0007518563497532765
0.0,-0.0007675943963236777
0.0,-0.000629915866589624
0.0,-0.007258395692714233
0.0,-0.0007755174968073129
0.0,-0.0020476264577738257
0.0,-0.0006311828504170347
0.0,-0.000597976311318443
0.0,-0.0020177090596665333
0.0,-0.0005926699531248287
0.0,-0.0005310967672172882
0.0,-0.0006479868809802603
0.0,-0.0005002667553453728
0.0,-0.000737665632913474
0.0,-0.0006490979675097254
0.0,-0.0013174820622208453
0.0,-0.0009861166506415708
0.0,-0.0007078438124209817
0.0,-0.0005188715592485873
0.0,-0.0006621070276431999
0.0,-0.0005990194234240096
0.0,-0.0009322284359152842
0.0,-0.0005962792225766904
0.0,-0.0005600103798529348
0.0,-0.0007186501311189764
0.0,-0.001302395409851921
0.0,-0.005146994286334428
0.0,-0.0005341352667313404
0.0,-0.0005684922300612401
0.0,-0.000695371064996737
0.0,-0.001957375048437995
0.0,-0.0012059663740787447
0.0,-0.0005959280422317847
0.0,-0.0010597388863835319
0.0,-0.0012613247104640382
0.0,-0.0007401590024494416
0.0,-0.0006928903794177551
0.0,-0.0008902178602816777
0.0,-0.0005544117834685224
0.0,-0.000477232781221193
0.0,-0.0006910573929689211
0.0,-0.0006050812483714478
0.0,-0.001273007585248981
0.0,-0.000834592826624702
0.0,-0.0008760289073538582
0.0,-0.0007218243748019865
0.0,-0.00054698663532133
0.0,-0.0006697309060636463
0.0,-0.0007249779495285188
0.0,-0.0006200469933462583
0.0,-0.001675994688462482
0.0,-0.0007141219570198476
0.0,-0.001151338024482904
0.0,-0.0010257497397934703
0.0,-0.0009041454132827569
0.0,-0.001292167968345266
0.0,-0.0013894619270936014
0.0,-0.0010559712081790113
0.0,-0.0005633349930077367
0.0,-0.0006729970017888344
0.0,-0.000650659653029792
0.0,-0.0009434629477439445
0.0,-0.000993328550716069
0.0,-0.0005847893103543544
0.0,-0.002846993158600132
0.0,-0.0008398016294344289
0.0,-0.0005893356310583846
0.0,-0.0007652885023495642
0.0,-0.0005902330809840336
0.0,-0.0005746402065870147
0.0,-0.0009434977009713277
0.0,-0.00046886429969876894
0.0,-0.0005393105974029181
0.0,-0.0006532340183923339
0.0,-0.0005947792896922818
0.0,-0.006834482832399828
0.0,-0.011360466891544588
0.0,-0.0009784480652417083
0.0,-0.0024309313541506904
0.0,-0.0006159644395861389
0.0,-0.0005705187224600761
0.0,-0.0006901211206979276
0.0,-0.0009718192133802311
0.0,-0.0007571566708390734
0.0,-0.004184925097873786
0.0,-0.00105567204149334
0.0,-0.0008332642453139779
0.0,-0.0006714702176702771
0.0,-0.0009969038061308625
0.0,-0.000506640631357392
0.0,-0.0011777772716523504
0.0,-0.0013190912074512633
0.0,-0.0007443201905073673
0.0,-0.0004455961341147365
0.0,-0.0006557145412623566
0.0,-0.007220757580049719
0.0,-0.0006782090561032055
0.0,-0.000939036461503862
0.0,-0.0006436504466763517
0.0,-0.000592197341590694
0.0,-0.0005003846364866178
0.0,-0.0005363199690107457
0.0,-0.0005677304390932054
0.0,-0.0013308289493422062
0.0,-0.00047940716050851463
0.0,-0.001063547051395709
0.0,-0.002746940581107447
0.0,-0.0012073935255375093
0.0,-0.001033400264050606
0.0,-0.0004808178111948831
0.0,-0.0004795187290657342
0.0,-0.0006806073712143385
0.0,-0.0015978854180085393
0.0,-0.0008677952489597378
0.0,-0.000893179937442935
0.0,-0.0013412439039666164
0.0,-0.0018436985484503192
0.0,-0.0005976935304712175
0.0,-0.0013049915786430093
0.0,-0.0034786911574028016
0.0,-0.0006118054525855731
0.0,-0.001031841687368316
0.0,-0.0010519914762078132
0.0,-0.0008955795134125374
0.0,-0.0015114031134874904
0.0,-0.0007655793820768945
0.0,-0.0016650210547753362
0.0,-0.00047239613558921855
0.0,-0.0005752959571053628
0.0,-0.0005654865859255976
0.0,-0.0005429403764324059
0.0,-0.0006100465800815743
0.0,-0.0005704098652656842
0.0,-0.000650963792600614
0.0,-0.0007001281448296935
0.0,-0.0006559958503236223
0.0,-0.0006797171694327054
0.0,-0.0014102410935870715
0.0,-0.0005642075391781055
0.0,-0.0005600827246644746
0.0,-0.001961540041122012
0.0,-0.003976664842364575
0.0,-0.0006077879354202157
0.0,-0.0005368593811689893
0.0,-0.00048817678536083035
0.0,-0.0006684302753777452
0.0,-0.0007291659783660853
0.0,-0.000578752938974341
0.0,-0.0007558626143343008
0.0,-0.0007275595137041739
0.0,-0.0008680413738157117
0.0,-0.0004933327946387149
0.0,-0.0007023957482688588
0.0,-0.0006714870336682888
0.0,-0.0008383315216819203
0.0,-0.0013516245328056065
0.0,-0.0015125574386353415
0.0,-0.0008290770023784966
0.0,-0.0008676811491202909
0.0,-0.00064064612939423
0.0,-0.0005684276490159406
0.0,-0.0014030826020922241
0.0,-0.0005623209227710585
0.0,-0.0006185887664426881
0.0,-0.0007559532529952988
0.0,-0.0005957071565974699
0.0,-0.0006680308377832117
0.0,-0.001478045141069744
0.0,-0.0007586297425310056
0.0,-0.0006708768267746931
0.0,-0.0011824305619165972
0.0,-0.0006555365740045797
0.0,-0.00042112134713356044
0.0,-0.0005945864338585187
0.0,-0.01823882912284212
0.0,-0.0011644156143460318
0.0,-0.000640701193037836
0.0,-0.005992344372747875
0.0,-0.0009203955591559664
0.0,-0.0006035098185746313
0.0,-0.0012646421352876238
0.0,-0.0012695336498216034
0.0,-0.0005704826529597
0.0,-0.001423652956846924
0.0,-0.003514226560002619
0.0,-0.0004698751043279118
0.0,-0.0009353265832802548
0.0,-0.0006267808872105801
0.0,-0.0006476385447844548
0.0,-0.000878375220186813
0.0,-0.0005962258260827899
0.0,-0.0005439140982343597
0.0,-0.0004738125462611788
0.0,-0.0005794827362223562
0.0,-0.0007286297457931135
0.0,-0.0005438628027077379
0.0,-0.002839221541229525
0.0,-0.0005209635755596012
0.0,-0.0006566924998149694
0.0,-0.000579118706217878
0.0,-0.008161165182279646
0.0,-0.0008283257398384185
0.0,-0.0007381444020215511
0.0,-0.0015993870877255975
0.0,-0.0005973623241619501
0.0,-0.000658568822364564
0.0,-0.0008140541252049311
0.0,-0.001064767517720828
0.0,-0.0005363199690107457
0.0,-0.001052370236579886
0.0,-0.0007022965686365284
0.0,-0.0008332642453139779
0.0,-0.0008282377689625602
0.0,-0.0008251318721243421
0.0,-0.0028345282130722805
0.0,-0.0008807266907743941
0.0,-0.0005156232401141938
0.0,-0.0008136835190275039
0.0,-0.001125880407657809
0.0,-0.015040594238321667
0.0,-0.0005153277528506687
0.0,-0.0008003725033585373
0.0,-0.005165821191609378
0.0,-0.0006853240334030334
0.0,-0.0009195063684084446
0.0,-0.0008209686219497192
0.0,-0.0011705668274819545
0.0,-0.0006685755488535809
0.0,-0.0011426058345253422
0.0,-0.0005654181259567186
0.0,-0.0025660400490876596
0.0,-0.0006562828563368639
0.0,-0.0033899097934336373
0.0,-0.000529178650919441
0.0,-0.0010115686076229411
0.0,-0.000554834664321266
0.0,-0.016316514030245633
0.0,-0.0005925517031309964
0.0,-0.0006724894562023173
0.0,-0.0004776853138901936
0.0,-0.0010313079042617755
0.0,-0.000726416017702883
0.0,-0.0006220919013176398
0.0,-0.0006257788887179393
0.0,-0.0011416176523056812
0.0,-0.000765362413002305
0.0,-0.0010440685275345265
0.0,-0.0024957586737100737
0.0,-0.0010223362225192081
0.0,-0.0005287327998511484
0.0,-0.0008336953006769112
0.0,-0.0005236900899574233
0.0,-0.0005192301591172132
0.0,-0.0007853796464780257
0.0,-0.0005676324981509389
0.0,-0.0014552122334908363
0.0,-0.001036555520042141
0.0,-0.0007734844364047274
0.0,-0.013237985273246612
0.0,-0.000598076010240899
0.0,-0.0006442858287339208
0.0,-0.0005452252984237424
0.0,-0.0010603581583888643
0.0,-0.0006010374704835192
0.0,-0.0007173380156352602
0.0,-0.0005117498694894476
0.0,-0.0007611389093593462
0.0,-0.0007975888499112252
0.0,-0.0007035105592045664
0.0,-0.0006909519472021944
0.0,-0.00043721709601462144
0.0,-0.0005757909435188436
0.0,-0.0006731438475575642
0.0,-0.0012703984979437577
0.0,-0.0006433179513130898
0.0,-0.0007700660408790393
0.0,-0.0008908680764008181
0.0,-0.0004949772513671664
0.0,-0.002924116799875856
0.0,-0.00335672206163126
0.0,-0.000674362894578397
0.0,-0.0008727859221465174
0.0,-0.0005330616397541888
0.0,-0.0012703984979437577
0.0,-0.0005252933303605845
0.0,-0.0005842507794933016
0.0,-0.000670072631138408
0.0,-0.000717356714822135
0.0,-0.0010333987995187579
0.0,-0.0008770857028471735
0.0,-0.0007185777006949416
0.0,-0.0012998206221407945
0.0,-0.0009757505996762318
0.0,-0.0005019705241951774
0.0,-0.00044835266430350544
0.0,-0.0004211786337518394
0.0,-0.001362475388019115
0.0,-0.0004494779215510928
0.0,-0.0006889144011309155
0.0,-0.0007476825214320015
0.0,-0.0005096508090463776
0.0,-0.0007306463440613957
0.0,-0.01237793610924917
0.0,-0.000600866327266914
0.0,-0.0006564626880398297
0.0,-0.0009843072334722233
0.0,-0.0009492340738322604
0.0,-0.0006641031636831228
0.0,-0.000698119724144492
0.0,-0.001000553814249417
0.0,-0.0005449761269180499
0.0,-0.0016909078291191103
0.0,-0.0015927469282825428
0.0,-0.0004741368250519444
0.0,-0.0006171423695608484
0.0,-0.0006852928094715829
0.0,-0.0008635904579891577
0.0,-0.005300454925882543
0.0,-0.00042874557814960264
0.0,-0.0013020453169058535
0.0,-0.011664898550471281
0.0,-0.0006447848936692765
0.0,-0.0006156589504945578
0.0,-0.008263898967824042
0.0,-0.0009462066007586526
0.0,-0.0005368851038557112
0.0,-0.0007143737232229539
0.0,-0.002060279554539352
0.0,-0.00146282924821908
0.0,-0.000954528798516711
0.0,-0.003189540295870763
0.0,-0.0008398247642526715
0.0,-0.0006535471107951578
0.0,-0.0012762256283569283
0.0,-0.0009412686247078656
0.0,-0.0011740129535823902
0.0,-0.0007657301477605598
0.0,-0.001611748166460597
0.0,-0.000600534061118698
0.0,-0.0008814821993747583
0.0,-0.0010564091288085482
0.0,-0.001315213815730435
0.0,-0.0009686214977164863
0.0,-0.0007227220328050929
0.0,-0.0009171745800904827
0.0,-0.0006141243810012908
0.0,-0.0004402431677900758
0.0,-0.0010041789725257616
0.0,-0.0009009115333778964
0.0,-0.0005383695235013178
0.0,-0.0008588316344763905
0.0,-0.0021272206334188633
0.0,-0.0037073463058284297
0.0,-0.0005636322586083187
0.0,-0.00089887473745105
0.0,-0.0004632852223000589
0.0,-0.0006641463215124682
0.0,-0.0005785797225660248
0.0,-0.0006186649469414717
0.0,-0.0006626658375262432
0.0,-0.0005832859923484404
0.0,-0.0007613914845596967
0.0,-0.0005740103218372533
0.0,-0.0007422014273746791
0.0,-0.0009412660465282047
0.0,-0.00212700010744635
0.0,-0.0006393189060232856
0.0,-0.0005332976395748321
0.0,-0.0007324337742519852
0.0,-0.0005820330621545028
0.0,-0.0014155626242932948
0.0,-0.0008010684196872219
0.0,-0.0006754406745122203
0.0,-0.0005854811473877205
0.0,-0.0008481317935295986
0.0,-0.0004833494750898585
0.0,-0.0046427202181989
0.0,-0.0005589568537114033
0.0,-0.0005851698906189905
0.0,-0.01257267996621719
0.0,-0.0005604271386807722
0.0,-0.0008541414780165856
0.0,-0.0005962792225766904
0.0,-0.00046301162614782184
0.0,-0.00040420306650035986
0.0,-0.0010460411063501335
0.0,-0.0008234200480474809
0.0,-0.0005209147000427863
0.0,-0.000640439141072865
0.0,-0.0006257788887179393
0.0,-0.0006544144389805623
0.0,-0.00048049212700737945
0.0,-0.0007140008921800674
0.0,-0.0008003725033585373
0.0,-0.0005902327003915134
0.0,-0.0005851698906189905
0.0,-0.009579264454696071
0.0,-0.000501478893102524
0.0,-0.0008735440373147594
0.0,-0.0007574483019741872
0.0,-0.002839221541229525
0.0,-0.0006450820856065972
0.0,-0.0014297817407115684
0.0,-0.0005940391960218498
0.0,-0.00047186652951314745
0.0,-0.0007067153879613651
0.0,-0.0006482126839557251
0.0,-0.0008956222746088665
0.0,-0.0007346824194678243
0.0,-0.0006001962999285092
0.0,-0.0013803591472754365
0.0,-0.000733088087889181
0.0,-0.0009117565391971202
0.0,-0.0006198918125653507
0.0,-0.00135071287279127
0.0,-0.0014082977716965497
0.0,-0.0007098076535831792
0.0,-0.0011485724859007366
0.0,-0.0006493440585984037
0.0,-0.0006705765749188183
0.0,-0.0005565662498177341
0.0,-0.0005956600696350547
0.0,-0.0005977800189415708
0.0,-0.000718339861625928
0.0,-0.0004152537618066101
0.0,-0.0006869601770109158
0.0,-0.0007195549904813243
0.0,-0.0005236503954122144
0.0,-0.0011311052039896191
0.0,-0.0005817444651667139
0.0,-0.0006032450233251237
0.0,-0.0006694024847988108
0.0,-0.0011386900601783043
0.0,-0.0006200469933462583
0.0,-0.0008197166035082312
0.0,-0.0005147171881306151
0.0,-0.0006184968456119643
0.0,-0.0013107206638527879
0.0,-0.0005671030508774838
0.0,-0.0006315952126197557
0.0,-0.0029559788959531478
0.0,-0.002129394989927186
0.0,-0.0005214835160456111
0.0,-0.002869854912584281
0.0,-0.0005582530642665519
0.0,-0.0006895452277031331
0.0,-0.0037944951101150314
0.0,-0.00046645176001648925
0.0,-0.005299282666438996
0.0,-0.0018242350834564314
0.0,-0.0007354631899889518
0.0,-0.0018320664850014867
0.0,-0.0005886737006476274
0.0,-0.0005490853728824148
0.0,-0.0006066915549908676
0.0,-0.0009597236915971452
0.0,-0.0008371222471937579
0.0,-0.00047963716875599647
0.0,-0.000595596994003434
0.0,-0.0008206331215612211
0.0,-0.0005634269554536392
0.0,-0.0007316068483985843
0.0,-0.0011630247544618974
0.0,-0.002623706834908819
0.0,-0.0006718753176594818
0.0,-0.000614073970307493
0.0,-0.0005916297423742642
0.0,-0.0005637382959383485
0.0,-0.0006468117940749558
0.0,-0.0006658540083833928
0.0,-0.0006538637264768963
