Crystallization temp,SHAP value
100.0,-0.0017556626697852315
100.0,-0.003026836567860027
100.0,-7.014396751418175e-05
100.0,-0.06209626926673611
100.0,-0.00025741300810977583
100.0,-0.001082924339610167
100.0,-0.0010088839552877822
100.0,-0.0004690674051461637
100.0,4.36966690632416e-05
100.0,-0.0003023784267189472
100.0,-0.00034033315927216133
100.0,-0.0002816400495645352
100.0,-0.00023293577199849625
100.0,-0.0017641603327956765
100.0,-0.0008372775461344863
100.0,-0.0007634893693853887
100.0,-0.0003495079513120847
100.0,-0.00037757242994994794
100.0,-0.0007368245906753064
100.0,-0.006145557411805848
100.0,-0.00014899967784438604
100.0,-0.00023227389610697561
100.0,-0.003279048008112822
100.0,-0.0015610851276561418
100.0,-0.0002625868158980126
100.0,-0.00047278498999282244
100.0,-0.0017037399069925287
100.0,-0.0006902196145591135
100.0,-0.0005324820489030829
100.0,-0.04671240466872344
100.0,-0.0002370018340227288
100.0,-0.00023914785521921773
100.0,-0.00027960689279035326
100.0,-0.0016726431097844965
100.0,-0.0035153685999753043
100.0,-0.0009940156554379802
100.0,-0.0010680791999946974
100.0,-0.0001073850582222762
100.0,-0.00035458352120508224
100.0,-0.0028763671409958195
100.0,-0.0007651673145637741
100.0,-0.00037342016546635076
100.0,-0.0001657044222542187
100.0,-0.003602602231595795
100.0,-0.001462707560673349
110.0,-0.0002937968333946672
110.0,-0.0002976275616064396
110.0,-0.00036109855074086114
110.0,-0.0002888488010198602
110.0,-0.0002666237230707871
110.0,-0.00030986461419636627
110.0,-0.00037526629848094175
110.0,-0.00029009667876770024
110.0,-0.0003645655316936112
110.0,-0.00027727894931342707
110.0,-0.000534064365532116
110.0,-0.0003113353815891428
110.0,-0.0002875286891817175
110.0,-0.00026000509277279823
110.0,-0.00035674993721932294
110.0,-0.00028804441823184336
110.0,-0.0002889650272735385
110.0,-0.00036820933635310513
110.0,-0.00036109855074086114
110.0,-0.0003038550431474295
110.0,-0.00035622366861034197
110.0,-0.000254273622818818
110.0,-0.0005123407047252187
110.0,-0.0002825668712715546
110.0,-0.00036109855074086114
110.0,-0.000272999111337319
110.0,-0.00033149820881622115
110.0,-0.0003744885407284062
110.0,-0.00019407082268268493
110.0,-0.0002881221726523705
110.0,-0.0003518588489348896
110.0,-0.00036109855074086114
110.0,-0.00044035524962820864
110.0,-0.00033575780247829026
110.0,-0.00030200913187537775
110.3036117858803,-2.7474045419573093e-05
115.0,-0.001333168341486596
115.0,4.629014313791807e-06
115.0,-1.0707633746846074e-05
115.0,-5.187420147544113e-07
115.0,0.003982752141171026
117.47868578745644,4.650089832688953e-05
120.0,4.9588572431656404e-05
120.0,4.114391834247898e-05
120.0,0.0005562348952333862
120.0,6.988595170679356e-05
120.0,0.0005063536529288737
120.0,6.298372889657877e-05
120.0,0.00010862136220050433
120.0,0.00015050862330465934
120.0,-0.006406562244805175
120.0,0.00011399424988704094
120.0,8.02371328882401e-05
120.0,0.00024235123922403647
120.0,8.216345825691464e-05
120.0,-3.291074177273284e-05
120.0,0.00018977406333565888
120.0,7.347178151050071e-05
120.0,0.0005073665159508799
120.0,0.00024235123922403647
120.0,-3.313143141543873e-05
120.0,5.703897329291095e-05
120.0,1.3059429773711732e-06
120.0,0.00011524995765576764
120.0,0.00016754164402328726
120.0,-0.0015382988636724472
120.0,0.0006300482690994034
120.0,-4.023853372364377e-05
120.0,0.0005156263711259934
120.0,7.055564383851708e-05
120.0,0.00017348081067929263
120.0,0.0006230656579604081
120.0,0.0005175477262844658
120.0,0.0005002264520172004
120.0,0.0005156263711259934
120.0,-0.0015463778251877665
120.0,-0.0017292919823526742
120.7832594398729,0.0001053513932460316
125.0,0.0005355417530400706
125.0,0.00014824288409626623
125.0,0.0007426608540533867
125.0,0.00021095002320595973
125.0,0.0001921956178928659
125.0,0.00020201202879231657
125.0,0.00014299996817851356
125.0,0.0007429215330962968
125.0,0.0002871694108182935
125.0,0.00019461103447402164
125.0,0.0001848600711938405
125.0,0.0002610889170835385
125.0,0.00022229111507323962
125.0,0.00017675462864563283
125.0,0.0007366185523244735
125.0,0.00027768592340360744
125.0,0.00018878881333331154
125.0,0.0001434687522911723
125.0,0.00016798401067094274
130.0,0.0003112983295314003
130.0,0.00029535374170969246
130.0,0.0002953304637305048
130.0,0.0002555390110835878
130.0,0.00030979170105441614
130.0,0.0002873436627762164
130.0,0.0004986975591216002
130.0,0.0003906400170380952
130.0,0.00023970103601551022
130.0,0.00028942324328368245
130.0,0.0003720156187614946
130.0,0.00024691725126316856
130.0,0.0003388147790312423
130.0,0.0003640293732930636
130.0,0.000524778720591126
130.0,0.00027491105307046726
135.0,0.0004494019376851684
135.0,0.00026300665175636766
135.0,0.0002673098863467909
135.0,0.0002529783810155708
135.0,0.0003522078858246837
135.0,0.0002782217581853383
135.0,0.0004102523454495814
135.0,0.0002793642894785384
135.0,0.00033733680430412345
135.0,0.00043814172196132234
135.0,-0.00019315601877308806
135.0,0.0002707650686050276
135.0,-0.00017291408550574184
135.0,0.0009594941724378057
135.0,0.00047545145517483136
135.0,0.00030155228460104885
135.0,0.000414455727810872
135.0,0.0002466595006519705
135.0,0.00037069639747529384
135.0,0.0004285624895946508
135.0,0.0003211936605972796
135.0,0.00025436167753219694
135.0,0.00047771156914383565
135.0,0.00025442443096548514
135.0,0.00025543365828808675
135.0,0.0002971297571103374
135.0,0.00020717210866017568
135.0,0.0003366190202803283
135.0,0.0007139106475496273
135.0,0.0003000467099365797
135.0,0.00031965559257414857
135.0,0.0003586400443707876
135.0,0.00033452673533492373
135.0,0.0004182369046112464
135.0,0.0005902904935138133
135.0,0.00024404398966590957
135.0,0.00034286145790128175
135.0,0.0003117308182919792
135.0,0.00031329012428800353
135.0,0.00021787751193465447
135.0,0.0003142414873895152
135.0,0.00032071741746673207
135.0,0.0002557640440092417
135.0,0.00048378908026362695
135.0,0.00044227492706113905
135.0,0.0009593630947976544
135.0,0.00032703587678622846
135.0,0.00017458188877735346
135.0,0.00021894112670188873
135.0,0.0003394510569804524
135.0,0.0006723196995639624
135.0,0.000438155905574114
135.0,0.0004850517304737212
135.0,0.00029277120772264474
136.48321978365584,0.0012598745480692152
137.14299608226335,0.00030107598605447043
138.0,0.0002999676757259906
140.0,0.00038865917658993166
140.0,0.0003079680208309466
140.0,0.0004090582264521248
140.0,0.00022096675922700327
140.0,0.0004220540834016318
140.0,0.0006152466723242689
140.0,0.00036118307934836176
140.0,0.0006437196972630818
140.0,0.0002896818189487783
140.0,0.00044388626903642345
140.0,0.0009055849446899905
140.0,0.0007916566532877226
140.0,0.0008999395670014632
140.0,0.00028264193940945976
140.0,0.000243584614583708
140.0,0.00029785725632914986
140.0,0.0006036562312826777
140.0,0.00032988810141753645
140.0,0.0006637317055568543
140.0,0.00038558581187494263
140.0,0.00032941249095561076
140.0,0.00046605229496292925
140.0,0.0003504220886261225
140.0,0.00029278144282960023
140.0,0.00033209296572224607
140.0,0.0006937405714655575
140.0,0.0004987235224392472
140.0,0.00025106877110963563
140.0,0.0002642638026458167
140.0,0.00022096675922700327
140.0,0.0007260587421384286
140.0,0.00032489162119085413
140.0,0.00032703967174575055
140.0,0.0003259710453498275
140.0,0.00030544422097657876
140.0,0.001097594721977952
140.0,0.000877460888208038
140.0,0.00028726223571105646
140.0,0.000456948328652825
140.0,0.0009402075992161983
140.0,0.0003457361307605595
140.0,0.00024760434069472374
140.0,0.0005273540383819317
140.0,0.00036569798088890716
140.0,0.00026108994419714353
140.0,0.00047846107097880217
140.0,0.0005783026347810173
140.0,0.00029474017535517904
140.0,0.0002803937407631626
140.0,0.0009029169913276571
140.0,0.0007515122784515492
140.0,0.0011543102823757944
140.0,0.00030490662486648025
140.0,0.0009029169913276571
140.0,0.0005264854081236258
140.0,0.0009055849446899905
140.0,0.00026026435707273327
140.0,0.0002886584094008835
140.0,0.004241723565065723
140.0,0.0007626852432215585
140.0,0.00026139634216779014
140.0,0.0008159646957326594
140.0,0.0003194532089462721
140.0,0.00030770331791856354
140.0,0.0003764803381601566
140.0,0.0005803250425025141
140.0,0.0008526205800379753
140.0,0.0003269679518637101
140.0,0.0002634735753936981
140.0,0.0003209684748431761
140.0,0.00024132274553947074
140.0,0.000900107282100637
140.0,0.0004153320627812264
140.0,0.0007719865901296006
140.0,0.00023699525262703685
140.0,0.0003026355914824431
140.0,0.0004987235224392472
140.0,0.0002204338634712914
140.0,0.0002746318106574831
140.0,0.00030933749754168154
140.0,0.0003329494973820028
140.0,0.0002788854360679585
140.0,0.000857719589700306
140.0,0.0009391277889121159
140.0,0.0011032500673329967
140.0,0.0003259710453498275
140.0,0.0002445656626608599
140.0,0.0002444063457271428
140.0,0.0007871854998204959
140.0,0.0002864685269450785
140.0,0.0003326847944696196
140.0,0.001157096630828427
140.0,0.004531490680027995
140.0,0.0005615430895057248
140.0,0.0002538447056917027
140.0,0.0004587133450723608
140.0,0.00023699525262703685
140.0,0.0003345235640094503
140.0,0.0003699397183172307
140.0,0.00033330495191989364
140.0,0.00027697166054683087
140.0,0.00025916464823927247
140.0,0.0002864685269450785
140.0,0.0002136488235431627
140.0,0.0003211687520612658
140.0,0.0004679357227962684
140.0,0.0010762878888449297
140.0,0.0004641457996862748
140.0,0.0011194038728357526
140.0,0.0007455457913061092
140.0,0.000347698869545942
140.0,0.0005537702542538491
140.0,0.00028726223571105646
140.0,0.00030770331791856354
140.0,0.001282921876290761
140.0,0.00031806659945644134
140.0,0.0002390241297005267
140.0,0.00030558562632227457
140.0,0.0006870499352117804
140.0,0.00022783749492834786
140.0,0.0026197607207459734
140.0,0.001053112284892336
140.0,0.0008237666268701806
140.0,0.0003024370026051686
140.07074699499643,0.00041124088188761507
142.5,0.00011723360766579237
142.5,0.00019544224983158016
142.5,0.00025985528741946456
142.5,0.00014846795985914304
142.5,0.0001488344143263137
142.5,0.00025953687987121044
142.5,0.00019082362604332762
142.8125317337765,0.00022767252098947901
142.8525564177348,0.0004517083791792576
143.0,0.0002368166491137819
145.0,0.003894192450962407
145.0,0.0029072450839576275
145.0,0.0012052448262947816
145.0,0.0029072450839576275
145.0,0.002351607489842904
145.0,0.00015227887289937599
145.0,0.00017094498978182374
145.0,0.0002648540535240182
145.0,0.00020620107658587936
145.0,0.00026577773101453913
145.73446124792696,0.00026864439880160015
147.7316319316673,0.0004339314762081409
150.0,0.0003729724161873268
150.0,0.0005933434676737316
150.0,0.0004530591044753366
150.0,0.00784457129581802
150.0,0.0003360854866905749
150.0,0.00044949044383788407
150.0,0.00040451101864005275
150.0,0.00027164369204765097
150.0,0.0008960350732975098
150.0,0.0004163502814266836
150.0,-0.00017440592302290066
150.0,0.0003714318476900147
150.0,-0.00017236507724701681
150.0,0.000277157864466216
150.0,0.000682295080874681
150.0,0.0008207183267300531
150.0,0.00037219688979187574
150.0,0.0013235024192929739
150.0,0.0004195990401524763
150.0,0.000739542925126733
150.0,0.0002971649967898734
150.0,0.0005335622877859427
150.0,0.0003048393929227921
150.0,0.011602588941507678
150.0,0.00031352287029458824
150.0,0.00026083209740342247
150.0,0.0002552952863077967
150.0,0.0004836702472890671
150.0,0.0005157714310682487
150.0,0.0005221384268468195
150.0,0.0001903766311290271
150.0,0.0003921074934320955
150.0,0.00021666856674812862
150.0,0.000270501368552155
150.0,0.0003597195224921391
150.0,0.0011930242597525866
150.0,0.0006258975749174423
150.0,0.00021566237858402484
150.0,0.00019718465804002412
150.0,0.00031319326325726204
150.0,0.00028430419615134634
150.0,0.00028382975806658697
150.0,-0.00011893042858661853
150.0,0.00074008411836778
150.0,0.000390253991292801
150.0,0.00027738634871230867
150.0,0.00038840121877486066
150.0,0.0015345679116459002
150.0,0.00043013150881104895
150.0,0.0003645750129442353
150.0,0.0007678239948279725
150.0,0.0003280912786366163
150.0,0.000318656068243083
150.0,0.00033001088074840286
150.0,0.0006206798574150902
150.0,0.00035155370244171184
150.0,0.0003272195070157791
150.0,0.0005221384268468195
150.0,0.00040251621762776564
150.0,0.00021025389166232607
150.0,0.0003388263178818564
150.0,0.00019101393672212922
150.0,0.00024764182033284315
150.0,0.0026488246746364215
150.0,0.0006340985483409141
150.0,0.0005275745799675212
150.0,0.0006115282351175442
150.0,0.0008676252590536879
150.0,0.0002249895243802878
150.0,0.0005794171599109307
150.0,0.00032001819209222953
150.0,0.00021284368647335743
150.0,0.0003236593149213583
150.0,0.00018684555525263203
150.0,0.0002770575042766572
150.0,0.0005374480916964747
150.0,0.00036861698061416815
150.0,0.000284171591312603
150.0,0.0003258282437312306
150.0,0.0004393783567109653
150.0,0.00019080150117104826
150.0,0.00040549672234573204
150.0,0.00034054610102766394
150.0,0.0002637794897018813
150.0,0.00025683556487489205
150.0,0.0003316829684921867
150.0,0.00038877559319229016
150.0,0.0003473862874235436
150.0,0.00034674778418024467
150.0,-0.00018440087273745875
150.0,0.0003755675855324727
150.0,0.0025301715919722957
150.0,0.00028117459880820216
150.0,0.0015364986532942536
150.0,0.0002881663280249256
150.0,0.0003074735049388727
150.0,0.00042657237928529274
150.0,0.0003293515233051325
150.0,0.000337974712188637
150.0,0.0015345679116459002
150.0,0.00041690144126018183
150.0,0.00027738634871230867
150.0,0.0008685687290926499
150.0,0.00032532920008200615
150.0,0.00036563230769910693
150.0,0.00024698896877934067
150.0,0.0003882336790674968
150.0,0.00027063721708489824
150.0,0.0003691770655245938
150.0,0.00025619534636319813
150.0,0.0015425578706465056
150.0,0.0002816769839815714
150.0,0.00033977630107844486
150.0,0.00038908583074154327
150.0,0.0037267503752521046
150.0,0.0019226145063518459
150.0,0.0003242312848802123
150.0,0.0003308909581024147
150.0,0.00040034248214329386
150.0,0.002861361132992366
150.0,0.000337974712188637
150.0,0.0006258975749174423
150.0,0.0003078897738162901
150.0,0.0005659438710566302
150.0,0.00020819139432660903
150.0,0.0002663586874750334
150.0,0.0010936464969480918
150.0,0.00031159939736134036
150.0,-0.00018723667673642877
150.0,0.00033001088074840286
150.0,0.0005704557509282924
150.0,0.0002341451442866708
150.0,0.00020262949707732682
150.0,0.0005104289257373212
150.0,0.00028097144667026987
150.0,0.0002973104746049802
150.0,0.00026177097107336217
150.0,0.00035116035972277717
150.0,0.0004912828271719687
150.0,0.00028932378503545593
150.0,0.0004910179690493042
150.0,0.0004518740800220979
150.0,0.00042569903803299703
150.0,0.0007241904726189737
150.0,0.0007358557547984581
150.0,0.00044606669640452764
150.0,-0.00017725798328165673
150.0,0.00022586857380091707
150.0,0.00037308478805113415
150.0,0.0006472251850709381
150.0,0.0003450299705207283
150.0,0.0005728090426673993
150.0,0.0006052579953562196
150.0,0.0006731921284526125
150.0,0.00024323204885641462
150.0,0.00021422833732409236
150.0,0.0002588281213020452
150.0,0.009385342413017009
150.0,0.0005677134191802148
150.0,0.0006663745930031331
150.0,0.00043239311545299395
150.0,0.0005314462210673684
150.0,0.0002829144229866403
150.0,0.00019055039790918607
150.0,-0.00018643313495570377
150.0,0.0003148497051719407
150.0,0.0003755421497961129
150.0,0.00037668802741217965
150.0,0.0003612716828428474
150.0,-0.00020699493463920113
150.0,0.00021354067591791335
150.0,0.00042270121281038736
150.0,0.00022105096103108816
150.0,0.00025510524834105263
150.0,0.00024323204885641462
150.0,0.00037242500343329354
150.0,0.0006698093125207782
150.0,0.0004155348925141581
150.0,0.00033988905958094696
150.0,0.0002813891699777659
150.0,0.0004973210313076121
150.0,0.0004384626946148535
150.0,0.00019107484213961513
150.0,0.00041134900532577035
150.0,0.00024357871615928098
150.0,0.00040086500220482023
150.0,0.00036565223797867247
150.0,0.0004312978012340396
150.0,0.0006201989109046895
150.0,0.000421042475479972
150.0,0.003171533680509202
150.0,0.0005023110034996904
150.0,0.00031110042904314707
150.0,0.00033137304276948396
150.0,0.0005677134191802148
150.0,0.0004996918916649256
150.0,0.00030710373915172526
150.0,0.0004393783567109653
150.0,0.0005074389501054349
150.0,0.0008182846339704562
150.0,0.0003324543105081442
150.0,0.0003071578301704259
150.0,0.0005934583261897508
150.0,0.000442545476433071
150.0,0.0014326498658511645
150.0,0.0002959977315203274
150.0,0.0002589337011123324
150.0,0.0005431915706772165
150.0,0.000481664371106519
150.0,0.00037600214646480747
150.0,0.0002241081174818859
150.0,0.0006406286625397664
150.0,0.0002800447654494537
150.0,0.0005615784222777318
150.0,0.00037494731673888516
150.0,0.00033999956547600983
150.0,0.00040018252364781967
150.0,0.00035104273701874104
150.0,0.00040630919666217953
150.0,0.0004895410595073074
150.0,0.00011064469642554392
150.0,0.00040251621762776564
150.0,0.0004361445813063952
150.0,0.0003747330233999596
150.0,0.00042569903803299703
150.0,0.00037768109539075805
150.0,0.00031232674091542415
150.0,0.00018657982219996006
150.0,0.0003723020857165475
150.0,0.0004167470656605759
150.0,0.00024009238831084105
150.0,0.00038380384232110186
150.0,0.00023186424373840156
150.0,0.0005054189279114625
150.0,0.00021374414307957567
150.0,0.0005054189279114625
150.0,0.006278419359393288
150.0,0.0003473862874235436
150.0,0.00032443975040702454
150.0,-0.00018723667673642877
150.0,0.000526901768954806
150.0,0.0002552952863077967
150.0,0.0004415922405933306
150.0,0.000287278221697288
150.0,0.0007166326054098569
150.0,0.00033359332974134813
150.0,0.00046147163370756383
150.0,0.00021813480483882022
150.0,0.00035960715062833165
150.0,0.0006827366815419786
150.0,0.00034287198132850225
150.0,0.0005565666086939815
150.0,0.0007166326054098569
150.0,0.0003687236604525445
150.0,0.0008522305683757495
150.0,0.00021965982245868385
150.0,0.0035386299186687497
150.0,0.00036565223797867247
150.0,0.00026949565138632484
150.0,0.0004393783567109653
150.0,0.00019242548836065384
150.0,0.00040295292223191213
150.0,0.0004252881162774425
150.0,-0.00021624969191858795
150.0,0.0004202939624423253
150.0,0.0002473427811076465
150.0,0.0005028858535536367
150.0,0.0009128317398602796
150.0,0.00032905844500657886
150.0,0.0003207445302703376
150.0,0.0003438109979421273
150.0,0.00022564648438434275
150.0,0.00017200112482567686
150.0,0.0003183303539650788
150.0,0.00045066058739656213
150.0,0.0003808984490945097
150.0,0.00030028079553109786
150.0,0.0006115282351175442
150.0,0.0004232073211840864
150.0,0.0005240575540850309
155.0,0.00029198894693998316
155.0,0.0002462144401424294
155.0,0.001618380775081714
155.0,0.00018295285714475053
155.0,0.00033066061734549133
155.0,0.0016280124382552288
158.0,-3.0244095350383175e-05
158.05567509487906,4.9833118597128885e-05
159.85444292104853,-0.00028358887534739085
160.0,0.00013258611793102044
160.0,-1.1520555565250415e-05
160.0,2.5243744087156662e-05
160.0,-5.8223815091135145e-05
160.0,-0.0004849016146704986
160.0,9.713420139281987e-05
160.0,-1.9356372239108646e-05
160.0,0.00012939256596155815
160.0,7.04311160045276e-05
160.0,-2.549804385225187e-05
160.0,2.6577499284772797e-05
160.0,-8.9084193685244e-05
160.0,9.085400300654688e-05
160.0,3.622502606185831e-05
160.0,8.762004748359227e-05
160.0,3.861827640383247e-05
160.0,-2.1563717545763333e-05
160.0,-8.140787377220504e-05
160.0,-8.030867378689156e-05
160.0,0.00011351539080201775
160.0,3.2330409662782566e-06
160.0,4.250418669840268e-06
160.0,7.693622006877306e-05
160.0,5.531388398854878e-05
160.0,-4.057287915084401e-05
160.0,0.0002708278112408799
160.0,9.236363018646918e-05
160.0,-2.943445861292598e-05
160.0,0.00011745502080022006
160.0,8.722900181308073e-05
160.0,6.622305207042843e-05
160.0,4.2566790822073464e-06
160.0,0.00013654967461237017
160.0,0.00010023786094179374
160.0,-0.00010665922926735994
160.0,3.6398147907667165e-05
160.0,8.689872295008429e-05
160.0,2.8950704757869263e-05
160.0,2.9267079102513703e-05
160.0,2.015897949094261e-06
160.0,-2.025888195771438e-05
160.0,3.254263655501614e-05
160.0,-3.9773100844017056e-05
160.0,4.41299746321587e-05
160.0,1.1916502043429413e-05
160.0,6.149600593799571e-05
160.0,7.652824711326196e-05
160.0,3.452870433019632e-05
160.0,8.722900181308073e-05
160.0,2.0149542040927587e-05
160.0,0.00012836052859513356
160.0,2.548414225740435e-05
160.0,4.6680251357575535e-05
160.0,3.785683011378634e-05
160.0,2.8612383901639712e-05
160.0,4.79353912346518e-05
160.0,4.8137550940963813e-05
160.0,4.8431128644197126e-05
160.0,-3.0955100859114006e-06
160.0,4.784779984756639e-05
160.0,0.00012304752303647244
160.0,0.00010578761280370544
160.0,1.721312947363293e-05
160.0,4.938392539123297e-05
160.0,0.00011712883288661689
160.0,4.883936881938053e-05
160.0,2.0268702592899014e-05
160.0,2.3971335558048153e-05
160.0,5.031238922805601e-05
160.0,8.24839600450759e-05
160.0,4.487026215039955e-05
160.0,0.00010436987923818042
160.0,3.7142517045859406e-05
160.0,1.3457225375981295e-05
160.0,5.369414794200525e-05
160.0,0.00023979072199349112
160.0,-1.5973750729348588e-05
160.0,8.866109720958242e-05
160.0,0.00041245543901332027
160.0,1.932713574442643e-05
160.0,3.6432992395375794e-06
160.0,1.8382078840266585e-05
160.0,0.00011171819748500859
160.0,-2.9743839338796138e-05
160.0,9.117422347195243e-05
160.0,2.3367786274984772e-05
160.0,-2.690264727303186e-05
160.0,0.0001200915213085553
160.0,-6.979939344700183e-05
160.0,-0.0005346092355277354
160.0,-3.2754796764394715e-05
160.0,5.36968465607742e-05
160.0,2.095736109397655e-05
160.0,6.454049887392951e-06
160.0,7.693622006877306e-05
160.0,3.187029402407283e-05
160.0,7.45248792056183e-05
160.0,9.085400300654688e-05
160.0,3.49277556329505e-05
160.0,2.7963073021589666e-05
160.0,6.063759278194197e-05
160.0,9.142132279093292e-05
160.0,1.1148852844572897e-05
160.0,2.144735552359635e-06
160.0,5.904258222285363e-05
160.0,1.2394563110716468e-05
160.0,-9.708093115802067e-06
160.0,-1.471278400424675e-06
160.0,2.661061069692408e-05
160.0,1.9067229986178535e-05
160.0,0.00010725587967096517
160.0,4.180557748071758e-05
160.0,1.3148735529587901e-05
160.0,1.3457225375981295e-05
160.0,0.00010501334286539854
160.0,9.085400300654688e-05
160.0,2.8412542346462304e-05
160.0,-8.721841752174509e-06
160.0,0.0003689775046547374
160.0,-1.5747822233773337e-05
160.0,9.085400300654688e-05
160.0,0.0006847642762021282
160.0,4.708311532517929e-05
160.0,7.049252072443991e-05
160.0,-0.0002711427880055928
160.0,0.00034814057725438165
160.0,6.281923089147571e-06
160.0,-1.9280516283277118e-05
160.0,-8.624795273470906e-06
160.0,-2.5921802930500528e-05
160.0,9.116155456773275e-05
160.0,-1.7218826649744468e-06
160.0,0.00023086361787000748
160.0,5.243146053250159e-06
160.0,0.00015287109078345465
160.0,6.740782522867936e-05
160.0,3.6403826380231535e-05
160.0,4.1503982214307825e-05
160.0,1.566739110022001e-05
160.0,3.89587700820765e-05
160.0,1.4170555460985475e-06
160.0,6.454049887392951e-06
160.0,2.9267079102513703e-05
160.0,3.5048794651959775e-05
160.0,9.158309282942365e-05
160.0,1.4444726229919672e-05
160.0,8.993277179720028e-05
160.0,2.1908273558312383e-05
160.0,9.648154149791264e-06
160.0,6.647591939349478e-05
160.0,-6.960231530459204e-05
160.0,3.254390019160898e-05
160.0,0.00015728512195267594
160.0,0.0001011316797178051
160.0,1.3602522276159587e-05
160.0,1.6934429476692573e-05
160.0,5.049933676190546e-05
160.0,0.00014959198800885488
160.0,2.850595124722576e-05
160.0,2.7690924356666463e-05
160.0,0.00010203625746881304
160.0,1.7907028105265558e-05
