Na/Si,SHAP value
0.0,-0.0008983713689481947
0.0,-0.0003691884590421921
0.0,-0.009592958961405653
0.0,-0.0010939561749755025
0.0,-0.000292431328395566
0.0,-0.0003287205062332123
0.0,-0.00029694157381179604
0.0,-0.0006300209955612393
0.0,-0.000538579516249501
0.0,-0.03253546848613623
0.0,-6.352649651526411e-05
0.0,-0.0003375742536746888
0.0,-0.0008488799355530366
0.0,-0.0017145381909545708
0.0,-0.0013849137697846605
0.0,-0.0008463691252417148
0.0,-0.000671766313591953
0.0,-3.715593300835393e-05
0.0,-0.0009030299968776316
0.0,-0.0001350667607697263
0.0,-0.004290229566308343
0.0,-0.0037270502677296683
0.0,-0.002468828841322977
0.0,-0.000880675378367993
0.0,-0.0006921978739038781
0.0,-0.0006145384388739838
0.0,-0.0025567635154749007
0.0,-0.0012117979824815674
0.0,-0.0008761912182766515
0.0,-0.004197968067522443
0.0,-0.00121035591362296
0.0,-0.0013065068530118081
0.0,-0.0007321991627681801
0.0,-0.0013652158957213512
0.0,-4.227942797414189e-05
0.0,0.001278060310664297
0.0,-0.0007090805899005173
0.0,-0.0002648762148016171
0.0,-0.00044663804819025074
0.0,-0.0018172465581191618
0.0,-0.00163030682245887
0.0,-0.00037996180433982836
0.0,-0.000492457817385986
0.0,-0.03470226307855919
0.0,0.04683802830479145
0.0,-0.019141390667607592
0.0,-0.0006761126293423978
0.0,-0.000589116744135727
0.0,-0.0003592187315927619
0.0,-0.0008273486182039857
0.0,-0.002078576759713315
0.0,-0.0007147603138354277
0.0,-0.0003876738121949943
0.0,-0.0006068093140073965
0.0,-0.0013237630092258826
0.0,-0.0054419172266714205
0.0,-0.0012813740071264449
0.0,-0.00020532295907669707
0.0,-0.0009630466119479001
0.0,-0.0006405242901923073
0.0,-0.0007976597976168285
0.0,-0.0003712634817550892
0.0,-0.0012773972819742861
0.0,-0.0032520551212721184
0.0,-0.0006145384388739838
0.0,-0.0006614461572719261
0.0,-0.0003031436788722711
0.0,-0.018851906771216356
0.0,-0.0007537242515556872
0.0,-0.0009009823113439005
0.0,-0.00014491076536780474
0.0,-7.73622832461363e-06
0.0,-0.00037508716088344304
0.0,-0.0009643782198044956
0.0,-0.0008826638740883547
0.0,-0.00027848600466681207
0.0,-0.0037126734801716656
0.0,-0.03007465372693589
0.0,-0.001187833766786583
0.0,-0.0005652335150257377
0.0,-0.0005546587499304805
0.0,-0.0005231979612488989
0.0,-0.0008060535665628043
0.0,-0.0006676623972662245
0.0,-0.001288814206950853
0.0,-0.0008782489469155141
0.0,0.00015628001948771858
0.0,-0.0010112109178130292
0.0,-0.0007748019255844166
0.0,-0.0010631360939143074
0.0,-0.0009885859332985536
0.0,-0.0005534626104750597
0.0,-0.00011116266653600371
0.0,-0.010590690811770165
0.0,-0.00034482351691090635
0.0,-0.02387459594758664
0.0,-0.0005830214691884567
0.0,-0.0008519046585977477
0.0,0.00015917300473653422
0.0,-0.0012779779980822716
0.0,-0.004677217764341723
0.0,-0.0006623826923910759
0.0,-0.0009845478354795951
0.0,0.0001576048510643184
0.0,-0.0003522532379952479
0.0,-0.0065615102804618495
0.0,-0.00013802007916140094
0.0,-0.0024290832634141623
0.0,-0.00029370412372366173
0.0,-0.02328963558644327
0.0,-0.03128819061080109
0.0,-0.0006509464774893114
0.0,-0.0004333314851633388
0.0,-0.00022745195459033128
0.0,-0.00012668072301256407
0.0,-0.010721277555477077
0.0,-0.0003460923745062213
0.0,-0.000782263434976012
0.0,-0.0007104805434268903
0.0,-0.0004218301992724189
0.0,-0.00045464464051281583
0.0,-0.0015956893965184077
0.0,-0.00149413579311161
0.0,-0.0004057878896378118
0.0,-0.0012725715584195473
0.0,-0.007489891516838296
0.0,-8.646717942495227e-05
0.0,-0.00031591256214690623
0.0,-0.0008245952097591752
0.0,-0.000614822046300713
0.0,-0.0013335734859753685
0.0,-0.0010344227454269336
0.0,-0.0009194373062820778
0.0,-0.004623496850113784
0.0,-0.0007407028620142616
0.0,-0.0011982675648792328
0.0,-0.0003108220137532014
0.0,-0.0018472663482764341
0.0,8.727580174155447e-05
0.0,-0.00039201798924253764
0.0,0.00012796886992112958
0.0,-0.0057815292327112
0.0,-0.0001407232346906447
0.0,-0.0005079079604858134
0.0,-0.009983461846001232
0.0,-0.0003689243647474185
0.0,-0.000700591975441467
0.0,-0.0012351120474089219
0.0,-0.0007198260048880556
0.0,-0.00032700625929730045
0.0,-0.0007952277169132022
0.0,-0.0011477177391041736
0.0,-0.0005767668379161921
0.0,7.148644049579208e-05
0.0,-0.003033399389346289
0.0,-0.0007403131736889364
0.0,-0.0009118688453584025
0.0,0.0605729910838182
0.0,-0.0035708512401963917
0.0,-0.0011325318580962887
0.0,-0.00027883746794945006
0.0,-0.0005662238863122813
0.0,-0.0005086876802306987
0.0,-0.0009630466119479001
0.0,-8.816634010703323e-05
0.0,-0.0003074980740029643
0.0,-0.011255825576772498
0.0,-0.0008826555001360362
0.0,-0.0164401576944279
0.0,-0.00030983203376289386
0.0,-0.0002493193650868121
0.0,-0.0007591769779361472
0.0,0.0002623028599290513
0.0,-0.00030595065790354196
0.0,-0.0008498647961111192
0.0,-0.0002911808692241014
0.0,-0.0003166686197953914
0.0,-0.0017271486585425729
0.0,0.0022953411800147286
0.0,-0.0006291865023217141
0.0,-0.0003646376734759018
0.0,-0.00025182204338569636
0.0,-0.00013826326468017742
0.0,-0.027804260967362646
0.0,-0.00058368596683406
0.0,-0.025607617339040715
0.0,-0.0008824878679934081
0.0,-0.00037166583158963903
0.0,-0.0006198469989047024
0.0,-0.0002753322605454087
0.0,-0.0011228066404738455
0.0,-0.006083979176552262
0.0,-0.00017258264305814662
0.0,0.0014212503437966632
0.0,-0.00013613289833263817
0.0,-0.001107915692244899
0.0,-0.02557704620723152
0.0,-0.0009975326730434645
0.0,3.49233539867921e-05
0.0,-0.0009488182678909957
0.0,0.004740693410904368
0.0,-0.0009864428529536256
0.0,-0.0003642943240831128
0.0,-0.0005583849982754648
0.0,-0.0008254217343336541
0.0,-0.0005554646392261984
0.0,7.025300927574656e-05
0.0,-0.00010677210010660383
0.0,-0.00014745915504339857
0.0,-0.001859839067219881
0.0,-0.0009630466119479001
0.0,-0.004677217764341723
0.0,-0.0007595109669204518
0.0,-0.0006208848562111752
0.0,-0.0010858805127012755
0.0,-0.000962981591790311
0.0,-0.001503549106312364
0.0,6.303790846349437e-05
0.0,-0.0009515122384582995
0.0,-0.0008296130840346541
0.0,-0.0008806224764137943
0.0,-0.00025144780763704765
0.0,0.0005675171136501847
0.0,0.0605729910838182
0.0,-0.00041976026036529316
0.0,-0.014048494904716456
0.0,-0.0020907323165869885
0.0,0.0006370920558529886
0.0,-0.0007320243404559425
0.0,-0.00014275287318019246
0.0,0.00015648355145794727
0.0,-0.00021729333111005178
0.0,0.00010910927731270011
0.0,-0.01564716617345739
0.0,-0.0003049423954685827
0.0,-0.007196782140910855
0.0,-0.0003113134963903872
0.0,-0.0008032755074812137
0.0,-0.0005683037222186862
0.0,-0.000528459972254803
0.0,-0.0010371886483061983
0.0,-0.000628507774346683
0.0,-0.001507459491845468
0.0,-0.004005570209679659
0.0,-0.0003353521337186753
0.0,-0.0015956893965184077
0.0,-0.0013007189761185046
0.0,-0.0010599658150471163
0.0,-0.00016341930719026445
0.0,-0.0004673784847193963
0.0,-0.0006383416038241558
0.0,-0.0005999778408351424
0.0,-0.003936024117263298
0.0,-5.729365478734158e-05
0.0,-0.0005939388737992242
0.0,-0.0006377358666071058
0.0,-0.0006072908933106827
0.0,-0.0007283398448503119
0.0,-0.0008806224764137943
0.0,-0.0012494202733793261
0.0,-0.006011395164063769
0.0,-0.00011485355974059032
0.0,-0.009555222396307765
0.0,-0.0007095860003402631
0.0,-0.0015014684853180092
0.0,-0.00016401779968014065
0.0,-0.00023289853694733004
0.0,-0.0005861600314661633
0.0,-0.0012395043101930544
0.0,-0.0006071285268815929
0.0,-0.0005619700414936721
0.0,-0.001268501346744261
0.0,0.0005022317323166596
0.0,-0.00025233035073711605
0.0,-0.0013537210934708114
0.0,-0.0003597597519325749
0.0,-0.0008796785360900168
0.0,-0.0009243069040266698
0.0,0.0006377843104971516
0.0,-0.0011622659223879952
0.0,8.576996699073317e-05
0.0,-0.0011586914354178163
0.0,-0.00033949304541340894
0.0,-2.7555669717097486e-05
0.0,-0.0003849821150443852
0.0,-0.006885307124669175
0.0,-7.14838379087243e-05
0.0,-0.0003544564277762613
0.0,-0.0031224396859181242
0.0,0.00016328200698106557
0.0,-0.0016087850459999475
0.0,-0.002723224989432181
0.0,-0.0007014431258242041
0.0,-0.0012351120474089219
0.0,-0.00020202210067475244
0.0,-0.0008502405530149812
0.0,-0.010362594305497418
0.0,-0.0005293704233653349
0.0,-0.000709650012901268
0.0,-0.00012097636024917969
0.0,-0.0007793773338058339
0.0,-0.0011348427889898126
0.0,-0.00023017768173833847
0.0,-0.00021047089858568566
0.0,-0.0002967813478582923
0.0,-0.01791124040467688
0.0,-9.608354110365066e-05
0.0,-0.0008509213143947116
0.0,-0.0007507977030806021
0.0,5.54825048200452e-05
0.0,-0.0009169011048261245
0.0,-0.000353747265021339
0.0,-0.0009657917165932833
0.0,-0.00032925408057477555
0.0,-0.0005544094355293081
0.0,-0.00021395691063345914
0.0,-0.0003403085546784906
0.0,-0.00124206588950551
0.0,0.0006860457148298863
0.0,-0.004177776713016143
0.0,-0.0006320375948028334
0.0,-0.0011121500283542073
0.0,-0.00036356904634366366
0.0,-0.00015058139444283636
0.0,-0.0009885859332985536
0.0,-0.0006091300197498255
0.0,-0.0011377052619431756
0.0,-0.0008060535665628043
0.0,-0.0006758975901688086
0.0,-0.0008200650255647521
0.0,-0.032099749991119246
0.0,-0.00037791840318779785
0.0,-7.024333095709e-05
0.0,-0.0008947315319428759
0.0,-0.0011659445341391807
0.0,-0.0005451353681669505
0.0,-0.0002740429453758277
0.0,-0.0024819996809066435
0.0,-0.0006536603881310118
0.0,-0.0009621902262528883
0.0,-0.00025144780763704765
0.0,0.0003171502255513598
0.0,-0.0006936707708370877
0.0,-0.0008992247063995617
0.0,9.846004801012932e-05
0.0,-0.0003167895845559979
0.0,-0.000346023671497824
0.0,-0.0002745298583990094
0.0,-0.0008790445742966067
0.0,-0.0002817770759076611
0.0,5.9542676011657914e-05
0.0,-0.0006642159212658984
0.0,-0.00024191854188017068
0.0,-0.00012177927524277123
0.0,-0.007092137735878923
0.0,-0.000601462784743936
0.0,9.127861213189315e-05
0.0,-0.00022490261163836186
0.0,-0.0009227327378535619
0.0,-0.004697664163021182
0.0,-0.0006072009283625208
0.0,-0.0007734854394982002
0.0,-0.0007116218105669489
0.0,-0.0006418311592333063
0.0,-0.0008403009955610248
0.0,-0.0011468293356391157
0.0,-0.0008322851772532693
0.0,-0.0015130609512608423
0.0,-0.0011371113120370697
0.0,-0.0007588887345559829
0.0,-0.0006479979678673731
0.0,-0.008541865074784216
0.0,-0.0006446515994012166
0.0,-0.0004438328776743012
0.0,-0.0005818671114693882
0.0,-0.0007287531372527081
0.0,0.0039055571698880425
0.0,3.3617440115114126e-05
0.0,-0.00141843474840417
0.0,-0.004290229566308343
0.0,-0.00041068031329595945
0.0,-0.0006110265384134931
0.0,-0.00022150825171176475
0.0,-0.001139256089968625
0.0,-0.0016626887484683384
0.0,-2.7075711676006857e-05
0.0,-0.0006429779588363246
0.0,-0.0003296130922914417
0.0,0.001502808539990112
0.0,-0.00062768029786084
0.0,-0.0008013490809814919
0.0,-0.0008225472714719933
0.0,-0.007071188494804844
0.0,-0.001024245134093603
0.0,-0.0004110485592624026
0.0,-0.00040783693153794375
0.0,-0.0006960755739035805
0.0,0.0004912448629635825
0.0,-0.0008050213190940233
0.0,-0.008431413789527569
0.0,-0.0006925957151524133
0.0,-0.00010646549700823707
0.0,-0.0008852851073648887
0.0,-0.001129110838573495
0.0,-0.0006631791130106985
0.0,0.0014060705144442293
0.0,-0.0007565871644190854
0.0,-0.0008990612114409651
0.0,-0.0002404427558260209
0.0,0.0003517960817166051
0.0,-0.00018522427131404347
0.0,-0.000258285646724855
0.0,-0.02541089559762483
0.0,-0.0010597651803238627
0.0,-7.34431409852976e-05
0.0,0.00011990147220952971
0.0,-0.0005434029464480977
0.0,-0.0007233749605304345
0.0,-0.0007404172780170766
0.0,-0.0010086224667861317
0.0,-0.0014003392139995447
0.0,-0.0003571675398435281
0.0,-0.012805512206887098
0.0,-0.000598335431251998
0.0,-0.024729549340904648
0.0,0.00025326271584942637
0.0,-0.00018868243419432746
0.0,0.0002293657745758262
0.0,-0.0001413682513707774
0.0,0.0005675171136501847
0.0,-0.0011549150257338825
0.0,-0.0048742751454024635
0.0,-0.007024893102445053
0.0,-0.0010754879649133254
0.0,-0.0009267212816620079
0.0,-0.0004805325748815033
0.0,-0.0019804978725225493
0.0,-0.0013051022341917097
0.0,-0.002124960366014012
0.0,-0.0015630036050253775
0.0,-0.0003168472736551499
0.0,-0.0004995887843195007
0.0,0.0038204396521566582
0.0,-0.0004577949729559913
0.0,-0.0010436843777967932
0.0,-0.001024245134093603
0.0,-0.0007773833864470508
0.0,-0.0001775002590758626
0.0,-0.001553245670682032
0.0,-0.00040011371414661983
0.0,-0.00023729047480013213
0.0,-0.00012247451206199322
0.0,-0.0006906052750566178
0.0,0.03412376297645417
0.0,-0.0012828290184095695
0.0,-0.0009552016965383176
0.0,-0.0009357498806548907
0.0,-0.0006205329354536882
0.0,-0.0007704774902002495
0.0,-0.001149892192477162
0.0,-0.0001413682513707774
0.0,-0.0007692357602612378
0.0,9.323619896952918e-05
0.0,-0.0025229393930450922
0.0,-0.0006936286925770248
0.0,-0.0009621902262528883
0.0,-0.0008836820764612839
0.0,-0.00045159574851148305
0.0,-0.00013200711743435874
0.0,-0.0004363605060831129
0.0,-0.0005287006472221746
0.0,-0.0011035336690866937
0.0,-0.0010345105970668341
0.0,-0.0002911808692241014
0.0,-0.0016708524282014903
0.0,-0.0003889177023033217
0.0,-0.002183679982889676
0.0,-0.0005328046185627288
0.0,0.0003128377463917732
0.0,-0.00023872850231334072
0.0,-0.00017390865862349137
0.0,-0.0002325661341292375
0.0,-0.0006906052750566178
0.0,-0.0008955379663657158
0.0,-0.00022260961823676023
0.0,-1.2086898501702047e-05
0.0,-0.0011816597626671476
0.0,-0.0010376646801380596
0.0,-0.001024399280201642
0.0,-0.00042444371495187216
0.0,-0.00041724738827906974
0.0,-0.0005417452872366991
0.0,-0.04421039702798207
0.0,8.688066424348452e-05
0.0,-0.0003243267716024258
0.0,-0.01641176240820142
0.0,-0.0010508902993818926
0.0,0.000151739250970407
0.0,-0.0008801905867722398
0.0,-0.00026607809838490395
0.0,-0.000700624272859024
0.0,-0.013564081074198426
0.0,-0.0004031312625091958
0.0,-0.01054349405623873
0.0,-0.0015406738210667669
0.0,-0.0007846686959957619
0.0,-0.00018183894086464653
0.0,-0.00011894437341283236
0.0,-0.033114584067578307
0.0,-0.00034263148236745184
0.0,-0.0004936767149349863
0.0,-0.004538086784255081
0.0,-0.0006283315513089466
0.0,-0.0008226015509865311
0.0,-0.001191203152856709
0.0,-0.00462635847054873
0.0,0.001502808539990112
0.0,0.00016954811515419257
0.0,-0.0012473251861982002
0.0,-0.0011766618371394611
0.0,0.039019318979600044
0.0005000000000000001,-0.0008776710571407237
0.0006770833333333334,-0.0008759407030940707
0.0019999999999999996,-0.0003449649254199419
0.0026400000000000004,-0.0002403349018444793
0.004000000000000001,-0.0002604791791135313
0.0069999999999999975,-0.0001337080778719683
0.008000000000000002,-0.0001294408502838842
0.008000000000000002,-0.00015921723555852903
0.008399999999999998,-0.00036423781939939475
0.009000000000000001,-0.00030441179138742107
0.01,-0.00020386962087248704
0.01,-6.635741096108083e-05
0.012410256410256412,-0.00025002077490762645
0.012410256410256412,-0.00025002077490762645
0.012499999999999995,-0.0001751291228111693
0.012499999999999995,-9.560852921491127e-06
0.013333333333333334,3.734196979620202e-05
0.013500000000000003,-9.092588076352764e-05
0.015749999999999997,-8.38283204500047e-05
0.016666666666666666,0.00017821597018334337
0.018000000000000006,0.00014340709721118544
0.018181818181818184,0.0006290252035317226
0.018823529411764715,-0.017888645128174233
0.01999999999999999,0.00017679593358159784
0.01999999999999999,0.000156049088660983
0.01999999999999999,-0.013378474746825386
0.019999999999999993,0.0006288123028783924
0.019999999999999997,0.0001414958660883952
0.019999999999999997,6.505624378571458e-05
0.019999999999999997,0.00037746785718392555
0.019999999999999997,-5.8089768965377565e-05
0.019999999999999997,0.00016417673962204423
0.019999999999999997,0.00010743442745323932
0.02,0.0003883847635938042
0.02,5.4107318103740095e-05
0.02,0.0002746134128543633
0.02,0.00037737308659830575
0.02,0.00030963785723644153
0.02,6.475160472988851e-05
0.02,0.00018079122578829472
0.02,0.00039993909049924404
0.02127659574468085,0.0014643195027451918
0.022051282051282057,0.00020066999567742123
0.02206896551724138,-0.023526903340351676
0.022068965517241385,-0.021721913415402267
0.022068965517241385,-0.01960857953680705
0.022727272727272724,0.0006777737060897108
0.024038461538461526,-0.024104877433440725
0.02403846153846155,-0.026019844248700214
0.02433333333333333,7.711258577860592e-05
0.024333333333333332,2.879007588744869e-05
0.024333333333333332,4.60771047559669e-05
0.02433333333333334,2.879007588744869e-05
0.02499999999999999,-6.731669356286106e-05
0.024999999999999994,0.0006719602151231815
0.024999999999999994,-0.001332154310534579
0.024999999999999994,9.217177345291865e-05
0.024999999999999994,-0.001332154310534579
0.024999999999999994,0.0006860216233328284
0.025,0.0006784861411424409
0.025,0.000656853871742093
0.025862068965517248,0.00040260428771538817
0.026143790849673207,0.01566014849276542
0.027999999999999997,0.0005702946996259381
0.027999999999999997,0.0005385966649838457
0.028,0.0005702946996259381
0.028999999999999998,0.0004556971694117907
0.02920000000000001,0.0009593951239263889
0.02939999999999999,0.0003923021110278284
0.0294,0.0006534319326450812
0.029999999999999995,0.0004100473375317535
0.029999999999999995,0.00040386772531544944
0.029999999999999995,0.0005469375603539101
0.030000000000000002,0.00046525646058449426
0.030000000000000002,0.00016844474428023853
0.030000000000000002,0.0008118797758054162
0.030000000000000002,0.0003473667681176451
0.030000000000000002,0.0004059883011529783
0.030000000000000002,0.0005984872161683494
0.030000000000000002,0.0005469375603539101
0.030000000000000006,0.0003187881674841476
0.030000000000000006,0.0003473667681176451
0.030000000000000006,-0.016338578987868717
0.030000000000000006,0.00045568165863148696
0.03000000000000001,0.0003602155234414199
0.031249999999999997,0.00042545087015901647
0.031249999999999997,0.0005110704430131568
0.031249999999999997,0.0004707854872806058
0.033333333333333326,0.0004928505042640499
0.03333333333333333,0.0007180287777819815
0.03333333333333334,0.0018174878961041549
0.0334,0.0004117238161833326
0.03999999999999998,0.0016451851120957632
0.03999999999999999,0.0008301663344079128
0.03999999999999999,0.000805557938299726
0.03999999999999999,0.0008790326294931568
0.03999999999999999,0.0007512091918054275
0.04000000000000001,-0.001166121636288516
0.04000000000000002,0.0009021904700910283
0.04200000000000001,0.0007364504904077448
0.042999999999999976,0.000753753832692067
0.04599999999999999,0.000921071783521982
0.046,0.0009471224690828234
0.046,0.0009340572519278917
0.046000000000000006,0.0009273475488946704
0.047999999999999994,0.00012931572588108746
0.04999999999999998,0.0015388136158350268
0.04999999999999998,0.0010693451874353725
0.04999999999999998,0.0012027887010670273
0.04999999999999998,0.0013133855233460872
0.04999999999999998,0.0018881383595306595
0.04999999999999998,0.0009100140971141465
0.04999999999999998,0.0011637861714532563
0.049999999999999996,0.0009867638418335249
0.05,0.003533320644853918
0.05,0.0009539829294346751
0.05,0.0005802551240303151
0.05,0.0038791712604440303
0.05,0.0014224406521667237
0.05,0.001520942854361775
0.05,0.0015388136158350268
0.05000000000000001,0.0014982567797635978
0.05000000000000001,0.0010273665405761943
0.05000000000000001,0.0011886957840360865
0.05000000000000001,0.0014017538453078412
0.05000000000000001,0.0012476121172416807
0.05000000000000001,0.001621115915039426
0.05000000000000001,0.0016170562315510346
0.05000000000000004,0.0010441888286687685
0.05333333333333332,0.05339739212875055
0.056000000000000036,0.001244303761443352
0.05699999999999999,0.0012878711897238147
0.05999999999999996,0.0022689695032053515
0.05999999999999996,0.0027011929543048403
0.059999999999999984,0.002267735624221862
0.05999999999999999,0.0018229004233092684
0.05999999999999999,0.002053286687326962
0.05999999999999999,0.0017211211874671797
0.060000000000000005,0.001683541890813008
0.06000000000000001,0.002008140195858569
0.06000000000000001,0.0026776326604833482
0.06000000000000001,0.0020096063794502466
0.06000000000000001,0.0021146234688866105
0.06000000000000001,0.002008140195858569
0.06000000000000002,0.0009520205809726154
0.06199999999999998,0.0013335289877956127
0.06249999999999998,0.005768026059568538
0.0625,0.04239918535242672
0.0625,-0.012250982597062933
0.0625,0.008085749466887985
0.0625,-0.012058920053163816
0.0625,0.03649578436185679
0.0625,0.036568076280171814
0.0625,0.02114700786133004
