H$_2$O/Si,SHAP value
0.0,-0.0003181552302285411
0.0,-0.00029366893533430043
0.0,-0.0002728628359414283
0.0,-0.00024115988589562442
0.0,-0.00035737587835092666
0.0,-0.00030590435885532
0.0,-0.00043482262122432086
0.0,-0.0005805314663296191
0.0,-0.00041650282742232593
0.0,-0.00023615177956123526
0.0,-0.00024257714120314627
0.0,-0.002038221193062925
0.0,-0.0005433330931991044
0.0,-0.000945227237313151
0.0,-0.00041983112681182294
0.0,-0.0005102690754142451
0.0,-0.0004407781723665412
0.0,-0.0001877518794453727
0.0,-0.0007399817623377573
0.0,-0.0006812822333019569
0.0,-0.00034304812559035847
0.0,-0.00022643129323087106
0.0,-0.00021723563385561435
0.0,-0.00036266047160049043
0.0,-0.00042542913376569043
0.0,-0.00020464457916541357
0.0,-0.00041943065447100705
0.0,-0.00018166244378778318
0.0,-0.0004035413994911586
0.0,-0.0004499318566409769
0.0,-0.00024190534479882317
0.0,-0.00020148280935184147
0.0,-0.0003271662102159783
0.0,-0.00019165904361722144
0.0,-0.0004930730215995616
0.0,-0.0002655195275114688
0.0,-0.0003490876422258441
0.0,-0.00023312219367128566
0.0,-0.00037793090916272027
0.0,-0.0003974876683092813
0.0,-0.00033682530841810964
0.0,-0.0002927104906615393
0.0,-0.0008055539523177854
0.0,-0.00031434492270029875
0.0,-0.00025477684015798617
0.0,-0.0005560209465931498
0.0,-0.0004358870281004927
0.0,-0.0003060927173751933
0.0,-0.0015667723381611893
0.0,-0.0002443687516232373
0.0,-0.0004367836455377668
0.0,-0.0006173823831722117
0.0,-0.000357385549870458
0.0,-0.00022128532159699545
0.0,-0.00042968842994886244
0.0,-0.0003981756022508072
0.0,-0.00038155641314409317
0.0,-0.00022904521165082004
0.0,-0.00041943065447100705
0.0,-0.0002831925343761324
0.0,-0.000822856161870082
0.0,-0.00040828219062379034
0.0,-0.005312265080400571
0.0,-0.0003067598966103941
0.0,-0.00023850594484462533
0.0,-0.00036255955768947103
0.0,-0.00033145746404496544
0.0,-0.000321429425174292
0.0,-0.00034094388893934945
0.0,-0.0005790672989375604
0.0,-0.00030645505746278813
0.0,-0.0004068797460175974
0.0,-0.0003582962025803501
0.0,-0.0002080558993435017
0.0,-0.00023679321600414394
0.0,-0.00019377079652778878
0.0,-0.00023583383468230644
0.0,-0.0003861232838525959
0.0,-0.0003859538350146904
0.0,-0.00021780175465139183
0.0,-0.0002439113171593653
0.0,-0.00041978168321488477
0.0,-0.0004606105415968238
0.0,-0.0002508833889509181
0.0,-0.00046763280771766136
0.0,-0.0002058067623204176
0.0,-0.0004047176691257301
0.0,-0.0003572384707365283
0.0,-0.0003989632420268973
0.0,-0.00033838599690116467
0.0,-0.000272420481905226
0.0,-0.00032736658840141125
0.0,-0.0005623687153792853
0.0,-0.00039627330895385376
0.17,-0.0003487555023541602
0.22857142857142848,-0.0008112545635827367
0.3181818181818181,-0.00036195511744767
0.33333333333333326,-0.0002241974438565683
0.3888888888888889,-0.00036195511744767
0.3888888888888889,-0.00036195511744767
0.4500000000000002,-0.0003173069353463856
0.49999999999999983,-0.0003616283743264978
0.614,-0.0002592539713429629
0.8866666666666666,-0.0018453560293458886
1.0,-0.00023544505749360537
1.0,-0.00023544505749360537
1.0666666666666669,-0.00031063491108999664
1.78,-0.0019401203240537546
1.78,-0.001822671634138849
1.78,-0.0018816857946586899
1.78,-0.0018805119953204448
1.78,-0.0018805119953204448
1.8007202881152455,-0.00028610382514634297
1.9999999999999996,-0.00023590832462528177
1.9999999999999996,-0.00035899988012946517
2.0,-0.000238490242567284
2.0000000000000004,-0.0006622129896102237
2.040816326530612,-0.000241733986753976
2.040816326530612,-0.00022999564041043636
2.0408163265306123,-0.00023357953733073094
2.0408163265306123,-0.0002554530474128229
2.0408163265306127,-0.00022817337904911208
2.0790020790020796,-0.00022999564041043636
2.0790020790020796,-0.0002479098649370012
2.100840336134454,-0.00024959648217884084
2.100840336134454,-0.00023330041634767195
