,crystal,num_atoms,a,b,c,alpha,beta,gamma,volume,td,cbu,iza,rdls,td_10,ring_size_0,ring_size_1,ring_size_2,ring_size_3,ring_size_4,ring_size_5,ring_size_6,isdisordered,isinterrupted,framework_density,largest_free_sphere,accessible_volume_izc,largest_free_sphere_a,largest_free_sphere_b,largest_free_sphere_c,largest_free_sphere_izc,largest_included_sphere,largest_free_sphere_a_izc,largest_free_sphere_b_izc,largest_free_sphere_c_izc,largest_included_sphere_a,largest_included_sphere_b,largest_included_sphere_c,largest_included_sphere_fsp,largest_included_sphere_izc,num_atoms_per_vol,chan_num_channels,chan_0_dim,chan_1_dim,chan_2_dim,chan_3_dim,chan_4_dim,chan_5_dim,chan_0_di,chan_0_df,chan_0_dif,chan_1_di,chan_1_df,chan_1_dif,chan_2_di,chan_2_df,chan_2_dif,chan_3_di,chan_3_df,chan_3_dif,chan_4_di,chan_4_df,chan_4_dif,chan_5_di,chan_5_df,chan_5_dif,unitcell_vol,density,asa_a2,asa_m2_cm3,asa_m2_g,nasa_a2,nasa_m2_cm3,nasa_m2_g,sa_num_channels,chan_0_sa_a2,chan_1_sa_a2,chan_2_sa_a2,chan_3_sa_a2,chan_4_sa_a2,chan_5_sa_a2,sa_num_pockets,poc_0_sa_a2,poc_1_sa_a2,poc_2_sa_a2,poc_3_sa_a2,poc_4_sa_a2,poc_5_sa_a2,poc_6_sa_a2,poc_7_sa_a2,poc_8_sa_a2,poc_9_sa_a2,poc_10_sa_a2,poc_11_sa_a2,poc_12_sa_a2,poc_13_sa_a2,poc_14_sa_a2,poc_15_sa_a2,poc_16_sa_a2,poc_17_sa_a2,poc_18_sa_a2,poc_19_sa_a2,poc_20_sa_a2,poc_21_sa_a2,poc_22_sa_a2,poc_23_sa_a2,poc_24_sa_a2,av_a3,av_frac,av_cm3_g,nav_a3,nav_frac,nav_cm3_g,avol_num_channels,chan_0_vol_a3,chan_1_vol_a3,chan_2_vol_a3,chan_3_vol_a3,chan_4_vol_a3,chan_5_vol_a3,avol_num_pockets,poc_0_vol_a3,poc_1_vol_a3,poc_2_vol_a3,poc_3_vol_a3,poc_4_vol_a3,poc_5_vol_a3,poc_6_vol_a3,poc_7_vol_a3,poc_8_vol_a3,poc_9_vol_a3,poc_10_vol_a3,poc_11_vol_a3,poc_12_vol_a3,poc_13_vol_a3,poc_14_vol_a3,poc_15_vol_a3,poc_16_vol_a3,poc_17_vol_a3,poc_18_vol_a3,poc_19_vol_a3,poc_20_vol_a3,poc_21_vol_a3,poc_22_vol_a3,poc_23_vol_a3,poc_24_vol_a3,poav_a3,poav_frac,poav_cm3_g,ponav_a3,ponav_frac,ponav_cm3_g,probe_rad,N_points,probe_ctr_A_fract,probe_ctr_NA_fract,A_fract,NA_fract,narrow_fract,ovlpvfract,deriv_mean,deriv_variance,deriv_skewness,deriv_kurtosis,cum_mean,cum_variance,cum_skewness,cum_kurtosis,num_si,deriv_dist_0,deriv_dist_1,deriv_dist_2,deriv_dist_3,deriv_dist_4,deriv_dist_5,deriv_dist_6,deriv_dist_7,deriv_dist_8,deriv_dist_9,deriv_dist_10,deriv_dist_11,deriv_dist_12,deriv_dist_13,deriv_dist_14,deriv_dist_15,deriv_dist_16,deriv_dist_17,deriv_dist_18,deriv_dist_19,deriv_dist_20,deriv_dist_21,deriv_dist_22,deriv_dist_23,deriv_dist_24,deriv_dist_25,deriv_dist_26,deriv_dist_27,deriv_dist_28,deriv_dist_29,deriv_dist_30,deriv_dist_31,deriv_dist_32,deriv_dist_33,deriv_dist_34,deriv_dist_35,deriv_dist_36,deriv_dist_37,deriv_dist_38,deriv_dist_39,deriv_dist_40,deriv_dist_41,deriv_dist_42,deriv_dist_43,deriv_dist_44,deriv_dist_45,deriv_dist_46,deriv_dist_47,deriv_dist_48,deriv_dist_49,deriv_dist_50,deriv_dist_51,deriv_dist_52,deriv_dist_53,deriv_dist_54,deriv_dist_55,deriv_dist_56,deriv_dist_57,deriv_dist_58,deriv_dist_59,deriv_dist_60,deriv_dist_61,deriv_dist_62,deriv_dist_63,deriv_dist_64,deriv_dist_65,deriv_dist_66,deriv_dist_67,deriv_dist_68,deriv_dist_69,deriv_dist_70,deriv_dist_71,deriv_dist_72,deriv_dist_73,deriv_dist_74,deriv_dist_75,deriv_dist_76,deriv_dist_77,deriv_dist_78,deriv_dist_79,deriv_dist_80,deriv_dist_81,deriv_dist_82,deriv_dist_83,deriv_dist_84,deriv_dist_85,deriv_dist_86,deriv_dist_87,deriv_dist_88,deriv_dist_89,deriv_dist_90,deriv_dist_91,deriv_dist_92,deriv_dist_93,deriv_dist_94,deriv_dist_95,deriv_dist_96,deriv_dist_97,deriv_dist_98,deriv_dist_99,deriv_dist_100,deriv_dist_101,deriv_dist_102,deriv_dist_103,deriv_dist_104,deriv_dist_105,deriv_dist_106,deriv_dist_107,deriv_dist_108,deriv_dist_109,deriv_dist_110,deriv_dist_111,deriv_dist_112,deriv_dist_113,deriv_dist_114,deriv_dist_115,deriv_dist_116,deriv_dist_117,deriv_dist_118,deriv_dist_119,deriv_dist_120,deriv_dist_121,deriv_dist_122,deriv_dist_123,deriv_dist_124,deriv_dist_125,deriv_dist_126,deriv_dist_127,deriv_dist_128,deriv_dist_129,deriv_dist_130,deriv_dist_131,deriv_dist_132,deriv_dist_133,deriv_dist_134,deriv_dist_135,deriv_dist_136,deriv_dist_137,deriv_dist_138,deriv_dist_139,deriv_dist_140,deriv_dist_141,deriv_dist_142,deriv_dist_143,deriv_dist_144,deriv_dist_145,deriv_dist_146,deriv_dist_147,deriv_dist_148,deriv_dist_149,deriv_dist_150,deriv_dist_151,deriv_dist_152,deriv_dist_153,deriv_dist_154,deriv_dist_155,deriv_dist_156,deriv_dist_157,deriv_dist_158,deriv_dist_159,deriv_dist_160,deriv_dist_161,deriv_dist_162,deriv_dist_163,deriv_dist_164,deriv_dist_165,deriv_dist_166,deriv_dist_167,deriv_dist_168,deriv_dist_169,deriv_dist_170,deriv_dist_171,deriv_dist_172,deriv_dist_173,deriv_dist_174,deriv_dist_175,deriv_dist_176,deriv_dist_177,deriv_dist_178,deriv_dist_179,deriv_dist_180,deriv_dist_181,deriv_dist_182,deriv_dist_183,deriv_dist_184,deriv_dist_185,deriv_dist_186,deriv_dist_187,deriv_dist_188,deriv_dist_189,deriv_dist_190,deriv_dist_191,deriv_dist_192,deriv_dist_193,deriv_dist_194,deriv_dist_195,deriv_dist_196,deriv_dist_197,deriv_dist_198,deriv_dist_199,deriv_dist_200,deriv_dist_201,deriv_dist_202,deriv_dist_203,deriv_dist_204,deriv_dist_205,deriv_dist_206,deriv_dist_207,deriv_dist_208,deriv_dist_209,deriv_dist_210,deriv_dist_211,deriv_dist_212,deriv_dist_213,deriv_dist_214,deriv_dist_215,deriv_dist_216,deriv_dist_217,deriv_dist_218,deriv_dist_219,deriv_dist_220,deriv_dist_221,deriv_dist_222,deriv_dist_223,deriv_dist_224,deriv_dist_225,deriv_dist_226,deriv_dist_227,deriv_dist_228,deriv_dist_229,deriv_dist_230,deriv_dist_231,deriv_dist_232,deriv_dist_233,deriv_dist_234,deriv_dist_235,deriv_dist_236,deriv_dist_237,deriv_dist_238,deriv_dist_239,deriv_dist_240,deriv_dist_241,deriv_dist_242,deriv_dist_243,deriv_dist_244,deriv_dist_245,deriv_dist_246,deriv_dist_247,deriv_dist_248,deriv_dist_249,deriv_dist_250,deriv_dist_251,deriv_dist_252,deriv_dist_253,deriv_dist_254,deriv_dist_255,deriv_dist_256,deriv_dist_257,deriv_dist_258,deriv_dist_259,deriv_dist_260,deriv_dist_261,deriv_dist_262,deriv_dist_263,deriv_dist_264,deriv_dist_265,deriv_dist_266,deriv_dist_267,deriv_dist_268,deriv_dist_269,deriv_dist_270,deriv_dist_271,deriv_dist_272,deriv_dist_273,deriv_dist_274,deriv_dist_275,deriv_dist_276,deriv_dist_277,deriv_dist_278,deriv_dist_279,deriv_dist_280,deriv_dist_281,deriv_dist_282,deriv_dist_283,deriv_dist_284,deriv_dist_285,deriv_dist_286,deriv_dist_287,deriv_dist_288,deriv_dist_289,deriv_dist_290,deriv_dist_291,deriv_dist_292,deriv_dist_293,deriv_dist_294,deriv_dist_295,deriv_dist_296,deriv_dist_297,deriv_dist_298,deriv_dist_299
CLO,59490821,588,25.84,25.84,25.84,90.0,90.0,90.0,17253.512704,0.44329,"['d4r', 'clo', 'lta']",CLO,0.0021,456.0,20.0,8.0,6.0,4.0,,,,False,True,11.1,5.91098,33.76,5.91098,5.91097,5.91097,6.31,15.32075,6.31,6.31,6.31,15.32075,15.32075,15.32075,15.32075,15.72,0.03408001663705733,2,3,3,0,0,0,0,15.3208,5.91098,15.3208,10.179,3.7921,10.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17253.5,1.12876,3817.24,2212.45,1960.08,0.0,0.0,0.0,2,2780.05,1037.19,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6254.05,0.36248,0.321133,0.0,0.0,0.0,2,5343.41,910.64,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9926.64,0.57534,0.509712,0.0,0.0,0.0,1,50000,0.36248,0.0,0.57534,0.0,0.04888,0.37578,0.03322259932890365,0.02897598086843647,7.697942393877286,60.94767113577321,0.3916594017275748,0.1834110562990574,0.4244426326933334,-1.5763766670967836,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013793896692223574,0.00413815900766947,0.005793418610738218,0.005793418610738218,0.0035863991399814866,0.003034649272291105,0.0035863991399814866,0.0019311395369127392,0.0019311395369127392,0.4171258999732092,0.4157469003038933,0.0,0.0,0.0002758769338447113,0.0008276318015338941,0.0005517548676891828,0.0,0.0,0.0008276318015338941,0.0011035097353783655,0.0005517548676891828,0.0002758769338447113,0.0011035097353783655,0.09131537810257234,0.11448897254554438,0.04524388915051538,0.04551978908435458,0.04000219040747474,0.03779519093671322,0.059865385644280525,0.07393508227036728,0.06400348465196438,0.054899586835079076,0.054071887033561486,0.04938198815819924,0.04524388915051538,0.04689908875359852,0.04469208928283699,0.039174590605933174,0.035588191465951685,0.059037685842762935,0.12469697009766659,0.1784929571973889,0.18207895633746626,0.16276796096824295,0.40857390202397825,1.5200796354849035,1.2287597053434227,0.06510698438734515,0.03448469173057093,0.017380295832205062,0.014345596559925946,0.01544909629530671,0.016000896162985098,0.013242096824545182,0.015724996229145905,0.017104395898365862,0.013793896692223574,0.01269039695684281,0.010207497552242088,0.01131099728762285,0.01544909629530671,0.014345596559925946,0.012414497023003615,0.01131099728762285,0.01269039695684281,0.013793896692223574,0.011586797221486025,0.01131099728762285,0.011586797221486025,0.010207497552242088,0.01131099728762285,0.01269039695684281,0.008828067883029322,0.008000438081494948,0.007724558147650957,0.008828067883029322,0.011586797221486025,0.009655697684563695,0.008828067883029322,0.009379827750717306,0.00827631801533894,0.006621048412272591,0.004689908875359852,0.00606929854458221,0.011586797221486025,0.010207497552242088,0.007724558147650957,0.006896928346116583,0.005793418610738218,0.030898292590589436,0.07117628293192736,0.08579777942569249,0.0827631801533894,0.08055618068262786,0.07862498114572952,0.08414257982260935,1.493599641834806,1.4991196405111105,0.09490177724255382,0.08221138028571101,0.06593468418886274,0.02786359331831032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI,59490820,88,5.01,31.234,9.012,90.0,90.0,90.0,1410.21884808,0.833441,[],CHI,0.0055,913.0,9.0,6.0,5.0,4.0,,,,False,True,19.9,3.22887,2.39,3.22887,0.82421,0.91249,3.63,3.5145,3.63,1.25,1.51,3.50689,3.51271,3.5145,3.50689,3.93,0.06240166206813303,4,1,1,1,1,0,0,3.50916,3.22887,3.50916,3.51118,3.22887,3.51118,3.51112,3.22887,3.51112,3.5145,3.22887,3.5145,0.0,0.0,0.0,0.0,0.0,0.0,1410.22,2.05633,156.578,1110.31,539.948,0.0,0.0,0.0,4,38.3246,39.1872,38.2932,40.7734,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.442,0.04286,0.0208429,0.0,0.0,0.0,4,14.8355,15.0329,15.8791,14.6945,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.072,0.19222,0.0934771,0.0,0.0,0.0,1,50000,0.04286,0.0,0.19222,0.0,0.12748,0.6803,0.03322258631229236,0.16095994192767818,12.142527288297915,145.47160650448518,0.11951761129568106,0.10515064239055011,2.34460972506615,3.4972954942533514,29.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023331803546434143,0.03499770531965121,0.08632761312179721,4.965000754680115,4.911340746523794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFU,59490859,388,26.03578,25.58951,15.82481,90.0,90.0,90.0,10543.166557325927,,"['d4r', 'ddr']",IFU,0.0024,561.0,20.0,14.0,12.0,8.0,6.0,5.0,4.0,False,True,12.1,6.44304,33.08,6.44304,5.71389,5.71389,6.84,10.4563,6.84,6.11,6.11,10.22208,10.22208,10.22208,10.22208,10.99,0.03680108797393492,1,3,0,0,0,0,0,10.4563,6.44304,10.4563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10543.2,1.22137,1945.03,1844.82,1510.46,72.8289,69.0769,56.5571,1,1945.03,0.0,0.0,0.0,0.0,0.0,14,7.84885,7.60627,0.279305,4.05119,0.140183,7.70761,8.18854,8.89263,3.04837,0.159603,8.27258,7.84249,0.320267,8.47103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3755.27,0.35618,0.291624,9.91058,0.00094,0.00076963,1,3755.27,0.0,0.0,0.0,0.0,0.0,14,0.843453,1.26518,0.0,0.63259,0.0,1.47604,0.843453,0.843453,0.210863,0.0,0.843453,1.26518,0.0,1.68691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5646.29,0.53554,0.438476,112.179,0.01064,0.00871156,1,50000,0.35618,0.00094,0.53554,0.01064,0.0539,0.39992,0.033222592026578075,0.05420146276649493,8.561813036900917,77.24987858972884,0.33484879933554823,0.21331703385817014,0.6897443390835938,-1.480886540509538,129.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019652999606940007,0.017406899651862005,0.03004099939918001,0.5620749887585001,1.6191299676174007,1.2527399749452004,0.21056799578864005,0.03565609928687802,0.012072499758550004,0.012072499758550004,0.013476299730474005,0.014037799719244005,0.012914799741704005,0.13700899725982005,0.5637599887248003,2.4602699507946006,2.3235399535292007,0.5087319898253602,0.21253299574934006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITN,59490871,163,24.200499999999966,12.539899999999978,14.2502,72.59899999999998,123.12800000000003,90.00000000000001,3382.7980495765855,,"['mor', 'bea', 'stf', 'mtw']",ITN,0.0029,842.0,12.0,10.0,6.0,5.0,4.0,,,True,True,16.0,4.42579,16.74,4.42579,4.07354,4.3004,4.86,6.46113,4.86,4.54,4.7,6.44137,6.44137,6.33992,6.44137,6.95,0.04818496333838262,1,3,0,0,0,0,0,6.46113,4.42579,6.46113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382.8,1.60052,664.071,1963.08,1226.53,0.0,0.0,0.0,1,664.071,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.342,0.18752,0.117162,0.0,0.0,0.0,1,634.342,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.23,0.39412,0.246245,0.0,0.0,0.0,1,50000,0.18752,0.0,0.39412,0.0,0.07582,0.53006,0.033222553441860474,0.036396063731639276,6.864439835403591,49.79075983779133,0.20289734219269098,0.15538443230387777,1.4711130262225283,0.21481583664899206,54.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000533276608681921,0.0021331124347345326,0.004266214869457652,0.00533276608681921,0.004799495478144138,0.004799495478144138,0.006932597912867256,0.005866046695505697,0.006399327304192183,0.014398516434466655,0.026663830434096054,0.11998713695331809,0.24317427755912033,0.1887802154737379,0.5583406372900033,0.9481670822379074,0.6735287687657365,1.2633314419665076,1.2782614590076289,0.4890145581612166,0.43728749911995135,0.33169837860052925,1.7598120086494262,1.6264918564778048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
